[2026-07-15 22:58:11] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-07-14
正在获取论文...
[arXiv] 2026-07-14 | Unknotting number, ribbon concordance, and singular instantons
[NO] 1204/1810 | Thermal Runaway Safety and Mitigation in Lithiumion Battery Packs Using Immersion Cooling for Electric Vehicles and Next Generation Aircraft
[NO] 1205/1810 | Measurement-Uncertainty-Aware Control for ISAC-Enabled UAV Tracking
[NO] 1206/1810 | From Plug to Grid: Making bidirectional electric vehicle charging work as infrastructure
[NO] 1207/1810 | Proactive SFC Provisioning with Forecast-Driven DRL in Data Centers
[NO] 1208/1810 | A Fast Method for Electromagnetic Force Prediction in Coreless Permanent-Magnet Synchronous Linear Motors Considering Magnet Manufacturing Tolerances
[NO] 1209/1810 | Review of a SiC MOSFET-based propulsion inverter in catenary-free light rail applications by measurement-based simulation
[NO] 1210/1810 | Multimodal Machine Learning Method for Early Identification of Skin Diseases
[NO] 1211/1810 | Thermomagnetic Properties of Mixed-Valence $\text{La}_{1-x} \text{Sr}_{x} \text{MnO}_{3}$ Manganite Films Near the $x \simeq 0.2$ Morphotropic Phase Boundary
[NO] 1212/1810 | Qyn: FPGA-Based Quantum Error Correction with Integrated Quantum Machine Learning
[NO] 1213/1810 | Dynamic Cooperative Cell-Free ISAC: A Secure Design
[NO] 1214/1810 | LLM Based Policy Generation for IoMT Device Access Control: A Context-Aware Approach
[NO] 1215/1810 | DRL-based AoI Optimization for Energy Harvesting Human Body Communication ECG Networks
[NO] 1216/1810 | A Combined STPA and ISO 26262 Approach for Safety Analysis of an EcoCAR Propulsion System
[NO] 1217/1810 | Application of Satellite Data for Monitoring the Condition of the Caspian Sea Water Areas in Port Zones
[NO] 1218/1810 | Estimating Channels for Reconfigurable Intelligent Surface in Near-Field High Frequency Systems
[NO] 1219/1810 | Over-the-Air Federated Compressive Learning with Privacy-Amplified Learnable One-Bit Updates
[NO] 1220/1810 | HMareN: Hierarchical Malicious Attack Representation Embedding Network for Web Attack Detection
[YES] 1221/1810 | Comparative Analysis of Security Vulnerabilities in Ai-Generated Versus Human-Written Python Code: an Automated Static Analysis Approach
[NO] 1222/1810 | Tailoring of Magnetic Properties and Giant Magnetoimpedance Effect in Co-Fe-Si-B-Ni-Mo Amorphous Microwires
[NO] 1223/1810 | Ultra-Wideband RF Energy Harvesting DGS-Fractal Antenna for Powering Indoor Wireless Sensor Nodes
[NO] 1224/1810 | Evidence-Based Landing Site Selection and Vison-Based Landing for UAVs in Unstructured Environments
[NO] 1225/1810 | Optimizing Energy Efficiency in Apartment Buildings through Passive Design: A Systematic Review Aligned with Sustainable Development Goals
[NO] 1226/1810 | Automated Long-Answer Grading via Knowledge-Grounded Retrieval and Segment-Level Entailment
[NO] 1227/1810 | Ferroelectric-Modulated Spin-Charge Conversion and THz Emission in Bilayer ${\text{WTe}}_{2}$ Heterostructures
[NO] 1228/1810 | Age of Information for Discrete-Time Dual-Queue Systems: An Absorbing Markov Chain Perspective
[NO] 1229/1810 | Fidelity Comparison of Time-Bin and Fock State Encoding in Hybrid Quantum Systems Under Channel and Transduction Effects
[NO] 1230/1810 | Implementation of a Tokenized Access Control Mechanism with ZKP Verification for Telemedicine Systems
[NO] 1231/1810 | Simulation-to-Flight Validation of Right of Way Requirements for Crewed-Uncrewed Encounters
[NO] 1232/1810 | Inference-Optimal ISAC via Task-Oriented Feature Transmission and Power Allocation
[NO] 1233/1810 | Triad-GAN: Feature-Level Generative Adversarial Network for Multi-Receiver Radio Frequency Fingerprint Identification
[NO] 1234/1810 | Interference-Robust Non-Coherent Over-the-Air Computation for Decentralized Optimization
[NO] 1235/1810 | Small Object Detection in UAV Imagery via Multimodal RGB-Thermal Fusion
[NO] 1236/1810 | Multi-objective optimal scheduling of electro-hydrogen-thermal coupling system considering the flexibility of cluster electric vehicles
[NO] 1237/1810 | What does 'instance' mean? The Impact of English Instruction in the Non-Native English Speaking Introductory Computing Classroom
[NO] 1238/1810 | Ranking Passages in Relevant Documents Using LLMs
[NO] 1239/1810 | eCF Papers
[NO] 1240/1810 | Title Page
[NO] 1241/1810 | Agile Wheel-Bipedal Loco-Manipulation with Active Force Rejection_supp1-3712640.mp4
[NO] 1242/1810 | 2025 IEEE Connecting the Unconnected Europe, Middle East, and Africa Regional Summit (CTUS-EMEA)
[NO] 1243/1810 | Corrigendum: Teaching Algorithm Design: A Literature Review
[NO] 1244/1810 | Temporal-Weighted Transfer Network for Knowledge Graph Extrapolation
[NO] 1245/1810 | Exploring Attention States and Narrative Engagement in an Interactive VR Experience
[NO] 1246/1810 | Deep Learning Framework Testing via Heuristic Guidance Based on Multiple Model Measurements
[NO] 1247/1810 | MMRM: A Multiplex Multimodal Representation Model for Product Ranking in E-commerce Search
[NO] 1248/1810 | Latent Retrieval Augmented Generation
[NO] 1249/1810 | FedMosaic: Federated Retrieval-Augmented Generation via Parametric Adapters
[NO] 1250/1810 | FACE: A Fine-Grained Reference-Free Evaluator for Conversational Information Access
[NO] 1251/1810 | Deletion Isn't Enough: Auditing RAG for Selective Forgetting
[NO] 1252/1810 | GeoSearch: Augmenting Worldwide Geolocalization with Web-Scale Reverse Image Search and Image Matching
[NO] 1253/1810 | ZIPBid: Hierarchical Zero-shot Incremental Spend Planning for Auto-bidding
[NO] 1254/1810 | A Multi-Granularity Game-Theoretic Approach to Weakly Supervised Temporal Article Grounding
[NO] 1255/1810 | A Taxonomy and Catalog of SERP Elements Across Web Search Engines
[NO] 1256/1810 | Differentiable Semantic ID for Generative Recommendation
[NO] 1257/1810 | Design and Simulation of a Reconfigurable Fault-Tolerant Multi-Valued Logic ALU with Power Management
[NO] 1258/1810 | A Calibration-Free 55-to-70 dBc H1 Rejection, 13.8 % Efficiency, 102-to-120 GHz CMOS Frequency Tripler using Phase-Alignment Technique for Harmonic Recombination
[NO] 1259/1810 | System Level Analysis for Monostatic V2X ISAC
[NO] 1260/1810 | DustIQ: Smart Micro Nodes with AI Insights
[NO] 1261/1810 | Beamforming Design for Pinching-Antenna-Based Integrated Sensing and Communications
[NO] 1262/1810 | A 286-GHz CMOS Amplifier Achieving 56-GHz BW
                    <sub>3dB</sub>
                    via $f_{\max}$-Boosting and Gain-Staggering
[NO] 1263/1810 | Retraction Notice: Anomaly Detection in Cardiac Related Datasets
[NO] 1264/1810 | Retraction Notice: Exploratory Application of Deep Learning in Pharmaceutical Drug Discovery
[NO] 1265/1810 | Energy-Efficient Federated Learning in Cooperative Communication within Factory Subnetworks
[NO] 1266/1810 | Stuck Fault Diagnosis Method in Probabilistic Discrete Event Systems
[NO] 1267/1810 | Nifty Movement Prediction Using Comprehensive Data Model Based on Nifty Option Chain Data
[NO] 1268/1810 | QoS-Aware Multi-Rate SWIPT for Reliable and Sustainable Industrial IoT Communication
[NO] 1269/1810 | Artificial Intelligence-Based Exam Proctoring Device Using Transformers
[NO] 1270/1810 | A 480-530 GHz Balanced Frequency Quadrupler Based on Schottky Varactor Diodes Integrated on a Micromachined Silicon Membrane
[NO] 1271/1810 | Methodology for Vibration Analysis Produced by Heavy Machinery and its Effect on the Human Body
[NO] 1272/1810 | Optimal Renewable DG Placement for Loss Reduction and Sustainable Distribution System Development
[NO] 1273/1810 | Doppler-Resilient LEO Satellite OFDM Transmission with Affine Frequency Domain Pilot
[NO] 1274/1810 | Digital Twin-Enabled Proactive Resource Management for Connected Robotics
[NO] 1275/1810 | Compact D-Band Differential Single-Inductor Power Divider with 0.0059 mm
                    <sup>2</sup>
                    Silicon Area and 0.35-dB Minimum Insertion Loss
[NO] 1276/1810 | Retraction Notice: Optimized Construction Project Management Using Ai And Machine Learning
[NO] 1277/1810 | Forecasting and Interpreting Inflation Trends: A Machine Learning Framework for Consumer Price Index Analysis
[NO] 1278/1810 | SustainFlow: AI-Driven Behavioral Evolution for Sustainability
[NO] 1279/1810 | An Enhanced AI-Powered Cybersecurity Framework for Secure Data Transmission in IoT Networks using Federated Learning and Blockchain Integration
[NO] 1280/1810 | Retraction Notice: Design and Implementation of Block Chain with Cybersecurity Scheme for Fog Based Internet of Things
[NO] 1281/1810 | GAN-LSTM Model for Recommendation and Prediction in Fashion Apparel
[NO] 1282/1810 | Latency-Aware Task-Oriented Multi-Drone Communication for Small Object Detection
[NO] 1283/1810 | AI-Based Plant Disease Detection and Recommendation Using Sparse Dual-Level Graph Contextual Convolutional Attention Neural Network with Mountaineering Team-Based Optimization
[NO] 1284/1810 | Automated Image Splicing Detection and Localization Using Mask R-CNN
[NO] 1285/1810 | From Waves to Graphs: A Ray-Tracing-Inspired Neural Radio Propagation Model
[NO] 1286/1810 | A 6.2-GHz Reference-Feedthrough-Suppressed Type-I Sampling PLL with a Bottom-Plate-Sampling PD Scoring 18.2 fs
                    <sub>rms</sub>
                    Jitter, –258.7-dB FoM and –80.6dBc Reference Spur
[NO] 1287/1810 | Retraction Notice: Identification of Plant Species by Embedded Technology Using MatLab
[NO] 1288/1810 | Application of Network Monitoring Protocols to Evaluate the Availability and Operability of Connectivity Equipment
[NO] 1289/1810 | Switch-DFT: Adaptive Waveform and MIMO Switching for Energy-Efficient Base Stations
[NO] 1290/1810 | Towards Responsible Ai in Safety-Critical Human-Machine Systems: a Literature-Based Governance Framework
[NO] 1291/1810 | Sensing Performance Analysis for Meta-Backscatter Systems: How Much Information Can It Deliver?
[NO] 1292/1810 | Enhancing User Fairness in Pinching-Antenna Systems-Enabled Multi-User Communications
[NO] 1293/1810 | A 4-Channel Self-Synchronizing Receiver Array Without LO Distribution with Angle-of-Arrival Estimation
[NO] 1294/1810 | Service-Oriented Dynamic Computing Resource Allocation in Software-Defined B5G/6G Systems
[NO] 1295/1810 | Latency Minimization in AirComp-Assisted Split Federated Learning with Layer-Wise Aggregation
[NO] 1296/1810 | Statistical Modeling of Tamil Vowel Usage for Human-AI Collaborative Language Education: A Comparative Study of LDA and Regularized Logistic Regression
[NO] 1297/1810 | Retraction Notice: Music Genre Recognition Using Short Time Fourier Tranform And CNN
[NO] 1298/1810 | Retraction Notice: Block Chain Based Identity Authentication System for a Wireless Sensor Networks
[NO] 1299/1810 | Retraction Notice: Comparative Analysis for Prediction and Classification of Mental Health Issues and Challenges Using Hybrid Learning Techniques
[NO] 1300/1810 | Retraction Notice: Setup of Digital Health Care Mechanism for the Smart IPD Booking
[NO] 1301/1810 | Tunable Filter Based on Hybrid Microstrip and 35% Electroacoustic Coupling SH
                    <sub>0</sub>
                    -Wave Resonators
[NO] 1302/1810 | Anti-Jamming Scheme for SISO Systems Assisted by a Dual-Layer TRIS
[NO] 1303/1810 | Difficulties in Developing a Global Standard for Liquid-Filled Power Transformers: Generating Global Standards
[NO] 1304/1810 | MonoGlass3D: Monocular 3-D Glass Detection With Plane Regression and Adaptive Feature Fusion
[NO] 1305/1810 | Accelerating Convolutional Neural Networks Through Request Back-Propagation: A Novel Approach to CIM Pipelining
[NO] 1306/1810 | DC-Based Superposition Signaling for Low-Power IoT Receivers
[NO] 1307/1810 | Jointly Correlated Dual-Side Fluid Antenna System
[NO] 1308/1810 | Investigation on the Transient Electro-Thermal Characteristics and Overcurrent Capability of Multichip Parallel SiC MOSFET Modules under Pulsed High Current Excitation
[NO] 1309/1810 | ARISE-GNN: Graph Neural Representation Learning for Discovering Potential Rising-Star Candidates in Scholarly Collaboration Networks
[NO] 1310/1810 | Transformer and Attention-Based Models for Automated Pain Assessment: A Systematic Review
[NO] 1311/1810 | A Contemporary Ontology-Based Approach to Geotechnical Knowledge Formalization and Regulatory Compliance_supp1-3713229.docx
[NO] 1312/1810 | 2026 IEEE MTT-S Radio Frequency Technology and Techniques Symposium (IMS RFTT)
[NO] 1313/1810 | Geometry-Consistent Sim-to-Real Transfer for Visuo-Tactile Sensing via TacyGAN
[NO] 1314/1810 | DOA Estimation of Coherent Sources: Noncircular Forward-Backward Partial Toeplitz Reconstruction
[NO] 1315/1810 | Learning What to Solve: Efficient Feature Acquisition with Classifier Dependencies_supp1-3712713.pdf
[NO] 1316/1810 | User-Centric Flexibility Aggregation Framework for the Manually Activated Reserve Initiative
[NO] 1317/1810 | Dual-Band Nested Shared-Aperture SIWC Antenna Supporting Flexible CP Sense Design
[NO] 1318/1810 | Applying Fiber-to-the-Room (FTTR) with RFID for Next-Generation Smart Warehouse Networking
[NO] 1319/1810 | Distributed Semantic Alignment over Interference Channels: A Game-Theoretic Approach
[NO] 1320/1810 | Integrating Bandit Learning into xApps for BLER-Driven Link Adaptation
[NO] 1321/1810 | RIS-Assisted Survivable Backhaul Recovery in Small-Cell Systems
[NO] 1322/1810 | Measurement and Characterization of Terahertz Reflections from Common Indoor Materials
[NO] 1323/1810 | Auction-Based RIS Allocation With DRL: Controlling the Cost-Performance Trade-Off
[NO] 1324/1810 | Near-Field Channel Estimation for XL-RIS-Assisted Terahertz OFDM Systems
[NO] 1325/1810 | Modulation of Ion Channel Activity and Calcium Signaling with Nanomagnets
[NO] 1326/1810 | Structural Analysis for Optimal Sensor Placement in Battery Electric Drive for EVs
[NO] 1327/1810 | Miniaturized Triple-Wideband Double-Overlapped e-Shaped Antenna with Parasitic Elements for High-Speed THz Wireless Indoor Communications
[NO] 1328/1810 | Classification-Oriented Compressed Transmissions: A Semantic Communication Approach
[NO] 1329/1810 | A Unified Scaling Framework for Comparative Analysis of Major Electrical Machine Topologies
[NO] 1330/1810 | Stacked Flexible Intelligent Metasurface Design for Multi-User Wireless Communications
[NO] 1331/1810 | DeepJSCC-LZ-MI: A Mutual Information Driven Framework for Task-Oriented Distributed Semantic Communication
[NO] 1332/1810 | Above Room Temperature Ferromagnetism in All-Epitaxial 2D Magnetic Heterostructures
[NO] 1333/1810 | A Joint Target Sensing and Data Detection Scheme for Multistatic ISAC Networks via Broadcast Transmission
[NO] 1334/1810 | Channel Estimation with Hierarchical Sparse Bayesian Learning for ODDM Systems
[NO] 1335/1810 | An Improved Phase-Locked Loop-Based Position Estimator for SRM Sensorless Control
[NO] 1336/1810 | Silicon Alloying Effects on the Magnetic Performance of $\text{Fe}_{73} \text{Co}_{27}$
[NO] 1337/1810 | Design and Implementation of a Blockchain-Based Marketplace for Agricultural Produce in Nigeria
[NO] 1338/1810 | Design and Analysis of Single-Phase Synchronous Reluctance Motor for Ceiling Fan Applications
[NO] 1339/1810 | Polarization-Multiplexed Massive Reconfigurable Intelligent Surface for LEO Satellite Networks
[NO] 1340/1810 | A Lightweight Multimodal Beam Prediction Model with Hierarchical Attention for 6G V2X Network
[NO] 1341/1810 | Improved Analytical Modeling of Induced Currents in Null-Flux Coils for Electrodynamic Suspension Systems
[NO] 1342/1810 | A Novel Consequent-Pole Bearingless Permanent Magnet Motor with Active Axial Suspension
[NO] 1343/1810 | Generalizable Pixel-wise 3D Gaussian Splatting enabled Joint Semantic-Channel Coding
[NO] 1344/1810 | Optimal Constellation Design to Combat Equalization-Enhanced Phase Noise
[NO] 1345/1810 | KEF-Transformer: A Kalman EMA Fusion Transformer for Robust Automatic Modulation Classification
[NO] 1346/1810 | Development of an Algorithm for Personalized Selection of Game Based Tasks for Critical Thinking in a School Learning Platform
[NO] 1347/1810 | Covariance-Based Signal Processing Approach for Over-the-Air Diagnosis of Intelligent Reflecting Surface
[YES] 1348/1810 | Leveraging High-Level Synthesis to Migrate Motor Control Algorithms from Microcontroller to FPGA
[NO] 1349/1810 | A Phase-Shift-Tuned Voltage Slew Rate Mitigation Method for High-Power Wireless Power Transfer with a GaN-Based Multilevel Inverter
[NO] 1350/1810 | AFDM-guided Deep Joint Source-Channel Coding for Satellite Communication
[NO] 1351/1810 | Deep Learning-Based Maneuvering UAV Tracking in Multi-User Uplink ISAC Systems
[NO] 1352/1810 | Toward Real-Time Adaptive Dehazing for Drone-Embedded Object Detection
[NO] 1353/1810 | MERCATOR: A Geography-Aware Structured Broadcast Protocol for Blockchain Networks
[NO] 1354/1810 | Reliable IoT Communications in 6G Non-Terrestrial Networks with Dual RIS
[NO] 1355/1810 | A Quantitative Exploration of Energy Efficiency and Housing Sustainability: A Science Mapping Approach
[NO] 1356/1810 | SHIELD-DNS: A Robust Detection Framework for Encrypted DNS Malicious Traffic via Multi-Source Feature Fusion and Adversarial Learning
[NO] 1357/1810 | iRadioDiff: Physics-Informed Diffusion Model for Indoor Radio Map Construction and Localization
[NO] 1358/1810 | Planning Oriented Integrated Sensing and Communication
[NO] 1359/1810 | Transmit Beamforming Design for Integrated Sensing and Multicast Communication based on Distribution Information
[NO] 1360/1810 | Supporting Over-the-Air Updates over Urban 5G Networks: Insights from a Real-World Study
[NO] 1361/1810 | Magnetic Hyperthermia at Different Physiological Thresholds: Beyond the “Spherical Particles with Uniaxial Anisotropy” Approach.
[NO] 1362/1810 | Defense Against Membership Inference Attacks on Deep Learning-based RF Fingerprinting
[NO] 1363/1810 | Exploring the Viability of Unikernels for ARM-powered Edge Computing
[NO] 1364/1810 | Simulation of a Deep Reinforcement LearningBased Traffic Signal Control
[NO] 1365/1810 | Benchmarking Connectivity and Energy-Aware Algorithms Using Crazyflie UAVs: A Sim2Real Multi-Robot Framework
[NO] 1366/1810 | Designing UI/UX of a Mobile Application for Disaster Information Dissemination in Citeureup Village Admin Module Applying Design Thinking
[NO] 1367/1810 | Temporally Consistent Multi-Plane Segmentation and Stable Semantic Classification for UAV-Based 3D Mapping in Irregular Terrain
[NO] 1368/1810 | Model Predictive Control Using Data-Driven System Identification for Angle Regulation in Automotive Electric Power Steering Systems
[NO] 1369/1810 | One-Class SVM Based Analysis of WiFi CSI Data in Human Sensing Systems
[NO] 1370/1810 | Think Less, Label Better: Multi-Stage Domain-Grounded Synthetic Data Generation for Fine-Tuning Large Language Models in Telecommunications
[NO] 1371/1810 | ROSplane 2.0: A Fixed-Wing Autopilot for Research
[NO] 1372/1810 | Quantifying Catastrophic Forgetting in IoT Intrusion Detection Systems
[NO] 1373/1810 | GAEloc: Graph Autoencoder for Attack Localization in Cyber-Physical Water Distribution Systems
[NO] 1374/1810 | Toward LED Fingerprinting in IEEE 802.15.7 VLC via GAF-Attention Spectral Learning
[NO] 1375/1810 | Visual-Inertial Odometry Robustness to Adverse Conditions in Proximity Flight
[NO] 1376/1810 | Inkjet-Printed CPW-Fed Meandered Inverted-F Triband Antenna on PET for Sub-GHz IoT ISM and 5/6 GHz Wi-Fi Applications
[NO] 1377/1810 | Physics-Informed Machine Learning for Pouch Cell Temperature Estimation
[NO] 1378/1810 | A Novel SNR-Adaptive Fusion Scheme Based on Feature-wise Linear Modulation in Few-Shot AMC
[NO] 1379/1810 | Optimizing Receiver Field-of-View for OISLs in LEO Constellations
[NO] 1380/1810 | RF Impairments Compensation for OFDMA System with Model-based Machine Learning Approach
[NO] 1381/1810 | Smart Water Systems and Sustainable Urban Drainage Design (SUDS)
[NO] 1382/1810 | Bayesian Comparative Techno-Economic Evaluation of Hybrid and PWM Inverters for Solar-Based Microgrid Systems: A Review
[NO] 1383/1810 | Federated Transformer-Driven Network Slicing for Satellite D2V in Urban Environments
[NO] 1384/1810 | A Metropolitan Analysis of Power Line Telecommunication
[NO] 1385/1810 | Transformer-Based Sparse CSI Estimation for Non-Stationary Channels
[NO] 1386/1810 | Backward- and Forward-Looking Portfolio Risk Measures: An Xgboost-Based Volatility Forecasting Approach
[NO] 1387/1810 | Suppression Strategy of Torque Ripple for Permanent Magnet Synchronous Motors Based on Artificial Intelligence Algorithms
[NO] 1388/1810 | AI-Driven Load Forecasting and Demand Response for Hybrid Solar Microgrids in Urban Nigeria
[NO] 1389/1810 | A Novel Post-Quantum Cryptography-Based Authentication and Secret Key Establishment Protocol for Smart Grid
[NO] 1390/1810 | Proactive Charging Strategy Based Efficiency Optimization for Multi-UAV Collaborative Planning in Large-Scale Open Environments_supp1-3712667.mp4
[NO] 1391/1810 | QLIMB: End-to-End Whole-Body Control for Quadruped Loco-Manipulation and Balance on Complex Terrains_supp1-3712638.mp4
[NO] 1392/1810 | Table of Contents
[NO] 1393/1810 | R&amp;F-Inventory: A Large-Scale Dataset for Monotonic Inventory Estimation in Reach and Frequency Advertising
[NO] 1394/1810 | The Wikidata Query Logs Dataset
[NO] 1395/1810 | Temporal User-Agnostic Ranking: Detecting Preference Evolution while Preserving Ethical Principles
[NO] 1396/1810 | From Unstructured to Structured: LLM-Guided Attribute Graphs for Entity Search and Ranking
[NO] 1397/1810 | CT
                    <sub>
                      <i>CL</i>
                    </sub>
                    : A Cross-Language Benchmark for Matching Patients to Clinical Trials
[NO] 1398/1810 | Decision-Theoretic Stopping Rules for Document Screening
[NO] 1399/1810 | SkillForge: Forging Domain-Specific, Self-Evolving Agent Skills in Cloud Technical Support
[NO] 1400/1810 | When Search Is Not Enough: Ranking Content for Query-Less Browse Surfaces
[NO] 1401/1810 | Cross-Domain Preference Transfer for Promoting Engagement with Built-in Chatbots
[NO] 1402/1810 | The Powerless Noise: How Experimental Settings Shape the Reported Power of Noise
[NO] 1403/1810 | GenRec: A Preference-Oriented Generative Framework for Large-Scale Recommendation
[NO] 1404/1810 | Exploration-and-Thinking: Agentic Reasoning over Knowledge Graphs via an LLM-RL Synergized Framework
[NO] 1405/1810 | Agentic Spatio-Temporal Grounding via Collaborative Reasoning
[NO] 1406/1810 | Cognitive Style Shapes Search Behaviours: An fNIRS Study of Exploratory Search
[NO] 1407/1810 | How Trendyol Enables Trustworthy A/B Testing at E-Commerce Scale Through Integrated Statistical Methodologies
[NO] 1408/1810 | Retraction Notice: Emotion recognition from speech using Gaussian Mixture Model and vector quantization
[NO] 1409/1810 | Hetero-Net: An Energy-Efficient Resource Allocation and 3D Placement in Heterogeneous LoRa Networks via Multi-Agent Optimization
[NO] 1410/1810 | Enhancing Heart Disease Risk Prediction Through Robust Statistical Validation and Interpretability
[NO] 1411/1810 | A 76-81 GHz FMCW MIMO Coded Transceiver for Automotive Radar
[NO] 1412/1810 | Coordination of Physical AI in a Wireless-Connected Smart Factory
[NO] 1413/1810 | MADRL-Based Edge Offloading and Resource Allocation for Vehicular LLM Inference
[NO] 1414/1810 | Over-the-Air Synchronization of Large-Scale Cooperative ISAC Networks
[NO] 1415/1810 | WS20: IEEE ICC Workshop on Generative AI and Large Model Empowered Next Generation Networks
[NO] 1416/1810 | Toward a Humanoid Conductor: Beat-Pattern Gesture Synthesis and Evaluation on the unitree G1
[NO] 1417/1810 | Ergodic Rate Analysis of Two-State Pinching-Antenna Systems
[NO] 1418/1810 | Performance and Efficiency Analysis of Lightweight Encryption Algorithms on Low-Power Embedded Systems
[NO] 1419/1810 | Adaptive DTN Routing Using Spiking Neural Networks for Services over NTNs
[NO] 1420/1810 | On Selecting Chatbots Utilized by Small and Medium-Sized Enterprises: Evaluation of a New Taxonomy-Based Selection Metric for Generative AI Based on a Think-Aloud Study with Decision-Makers
[NO] 1421/1810 | BitFlipScope: Scalable Fault Localization and Recovery for Bit-Flip Corruptions in LLMs
[NO] 1422/1810 | AI-Driven Multi-Modal Adaptive Handover Control Optimization for O-RAN
[NO] 1423/1810 | Virtual Voice Assistance for Partially Dumb People Using Audio Processing with Deep Learning
[NO] 1424/1810 | NeedSign: Empowering Communication for Patients with Stroke, Paralysis, and Neuromuscular Disorders Through Finger Movements
[NO] 1425/1810 | Effect of Varying Turbulence Intensity on Biodynamic Feedthrough During Pointing
[NO] 1426/1810 | Outage Probability Analysis of NOMA-Enabled Hierarchical UAV Networks with Non-Linear Energy Harvesting
[NO] 1427/1810 | Spectral and Energy Efficiency Trade-off: A Pinching Antenna Perspective
[NO] 1428/1810 | Multi-User Semantic and Data Communications with Adaptive Source-Channel Coding
[NO] 1429/1810 | Unlocking High-Fidelity Analog Joint Source-Channel Coding on Standard Digital Transceivers
[NO] 1430/1810 | Tomato Diseases Identifcation Using Convolution Neural Network
[NO] 1431/1810 | Retraction Notice: Comparative analysis of web-mining approaches for efficient mining of server log formats
[NO] 1432/1810 | A Lightweight Post-Quantum Secure Knapsack Cryptosystem Using Tree Parity Machine Synchronization
[NO] 1433/1810 | Table of Contents
[NO] 1434/1810 | Table of Content
[NO] 1435/1810 | Joint AMC and Power Control for HARQ-Enabled Uplink SCMA in LEO Satellite Communications
[NO] 1436/1810 | An Experimental Evaluation of Resilience and Scalability in Hybrid Quantum AI Architectures
[NO] 1437/1810 | Automated Classification of Alzheimer's Disease Based on Structural MRI Using Vision Transformer
[NO] 1438/1810 | WiRD-Gest: Gesture Recognition In The Real World Using Range-Doppler Wi-Fi Sensing on COTS Hardware
[NO] 1439/1810 | Dust-Induced Light Loss (DILL): An IoT System for Monitoring PV Panel Dust
[NO] 1440/1810 | Compact Tune-Free Dual-Band Filter Using Metal Insert
[NO] 1441/1810 | Analysis of Frequency Selective Surface for 5G IRS
[NO] 1442/1810 | Deep Learning-Based Waveform Learning for Superimposed Pilot Systems
[NO] 1443/1810 | A Revolutionary Next Generation Video Conferencing Application
[NO] 1444/1810 | Retraction Notice: A Comparative Analysis of Machine Learning and Deep Learning Algorithms for Image Classification
[NO] 1445/1810 | Retraction Notice: Smart Energy Management in Buildings with Machine Learning Techniques
[NO] 1446/1810 | Retraction Notice: Machine Learning For Fault Detection And Diagnosis In Mechanical Systems
[NO] 1447/1810 | CareCrypt: A Secure Blockchain-Enabled IoT Framework for Privacy-Preserving Patient Monitoring
[NO] 1448/1810 | Energy-Efficient End-to-End Resource Allocation, Computing, and Pairing for UAV-Assisted Mobile Crowdsensing Networks
[NO] 1449/1810 | Load-Modulated Hexagonal-Coupler-Based Power Amplifier (LMHA) for Extended Power-Back-Off Range
[NO] 1450/1810 | IoT-Based Relay Protection in Decentralized Power Systems: Necessity, Challenges, and Benefits
[NO] 1451/1810 | Learning-Based Joint Communication and Control Design for Wireless Networked Control Systems
[NO] 1452/1810 | Retraction Notice: Induction Motor Speed Variations and Control Using–Learning Algorithms
[NO] 1453/1810 | Retraction Notice: Application of Smart Collaborative 5G Networking For Enhancement of Vehicular Communication
[NO] 1454/1810 | Towards Intelligent Resource Orchestration in 5G Networks: A Multi-Layer Optimization Approach
[NO] 1455/1810 | Table of Contents
[NO] 1456/1810 | Retraction Notice: Enhancing Network Security in IoT Using Machine Learning- Based Anomaly Detection
[NO] 1457/1810 | Adaptive Document Rectification and Illumination Normalization via Hybrid Cascade Detection
[NO] 1458/1810 | Towards Edge Intelligence via Autonomous Navigation: A Robot-Assisted Data Collection Approach
[NO] 1459/1810 | ComSoc Technical and Emerging Technologies Committees
[NO] 1460/1810 | Proportional-Integral Observer Based State Estimation for Markov Memristive Neural Network with Sensor Saturation using Multiple Description Encoding Scheme
[NO] 1461/1810 | Retraction Notice: A Systematic BPCLSTM Algorithm for Concept Drift Detection Incorporated Sentiment Mining
[NO] 1462/1810 | Generalized Orthogonal Approximate Message-Passing for Sublinear Sparsity
[NO] 1463/1810 | On the Characterization and Limits of 4D Radar for Aided Inertial Navigation_supp1-3690584.m4v
[NO] 1464/1810 | An advection-equation-based topography-dependent first-arrival adjoint tomography: methodology and application
[NO] 1465/1810 | Proceedings of the IEEE: Stay Informed. Become Inspired.
[NO] 1466/1810 | A Hybrid Interpretable Reinforcement Learning Framework for Robust Pitch Control of Large-Scale Wind Turbines
[NO] 1467/1810 | Stability Analysis and Parameters Optimization of the Voltage Control Loop in Virtual Synchronous Generators
[NO] 1468/1810 | Flexible Coupler Antenna Enhanced Wireless Communication: Modeling and Coupler Position Optimization
[NO] 1469/1810 | GeoFusion: Geometric Consensus Learning and Anchored Feature Fusion for Multi-View Depth Estimation
[NO] 1470/1810 | Hierarchical Meta-Graph Reinforcement Learning for Collaborative GenAI Model Caching and Inference Scheduling
[YES] 1471/1810 | Evolution of Ensemble Learning in Software Defect Prediction: A Systematic Literature Review
[NO] 1472/1810 | An Optimization Framework for Spiking Neuron Models: Parameter Estimation, Network Validation, and Pattern Separation_supp1-3713432.mp4
