[2026-07-30 23:07:25] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-07-29
正在获取论文...
[arXiv] 2026-07-29 | ClockRoPE: Random Fourier Rotations for Temporal Routine Modeling
[YES] 1282/1854 | SourceFabric: Consistent and Scalable Security Policies for Git Repositories
[NO] 1283/1854 | Socially-Aware Collaborative Task Allocation Algorithms for Mobile Crowdsensing
[NO] 1284/1854 | DRL-Based Adaptive Beam Tracking for Vehicular Phased Array Terminals in LEO Satellite NTN Links
[NO] 1285/1854 | Message from Program Chairs: WoWMoM 2026
[NO] 1286/1854 | DTCCL: Disengagement-Triggerd Contrastive Continual Learning for Autonomous Bus Planners
[NO] 1287/1854 | A Multi-Modal Synchronized Dataset for Benchmarking ADAS Responses to Traffic Control Devices
[NO] 1288/1854 | Physics-Informed Dataset Optimization for CNC Axis-Current Prediction
[NO] 1289/1854 | Environment-Aware Generalized Wireless Localization via Transformer
[NO] 1290/1854 | ARISE – Adaptive Refinement and Iterative Scenario Engineering
[NO] 1291/1854 | nuPlan-R: A Closed-Loop Planning Benchmark for Autonomous Driving via Reactive Multi-Agent Simulation
[NO] 1292/1854 | Proceedings
[NO] 1293/1854 | Table of Contents
[NO] 1294/1854 | IMS RFSA 2026 Index
[NO] 1295/1854 | Research on Smart Rural Security Governance System Based on Multi-Modal Perception: A Case Study of Longtou Community in Shantou City
[NO] 1296/1854 | E-Band 2×2 Unit Phased Array with Die-to-Die Stitching Scalability for Wafer-Scale Phased Array Systems
[NO] 1297/1854 | Financial Risk Prediction using LASSO-GBDT Hybrid Modeling with TOPSIS-based Multi-Criteria Evaluation
[NO] 1298/1854 | Automatic Image Captioning for Project Documentation at the ITE
[NO] 1299/1854 | A 4.7 mW, 57–64 GHz Mixer-First Receiver in 22 nm FDSOI for Green Cognitive Radios
[YES] 1300/1854 | LLMs for Qualitative Data Analysis Fail on Security-specific Comments in Human Experiments
[NO] 1301/1854 | Federated Synthetic Data Generation for Hepatology Research: A UNOS based Evaluation
[NO] 1302/1854 | SLAMR: LLM-Augmented Multimodal Learning for Cold-Start Synthetic Lethality Recommendation in Cancer Cell Lines
[NO] 1303/1854 | ppLM-CO: Parameter-Efficient Codon Optimization with Frozen Pre-trained Protein Language Model and Guaranteed Translation Fidelity
[NO] 1304/1854 | Autonomous Generative AI Agent for Stock Market Trend Forecasting in Retail Investment Systems
[NO] 1305/1854 | Research on SSVEP Signal Classification Based on CNN-Mamba
[NO] 1306/1854 | Energy-Efficient Federated Learning Approaches for Orbital Edge Computing
[NO] 1307/1854 | EduAI: An Multimodel AI Powered Adaptive Tutoring Platform for Personalized and Inclusive Learning
[NO] 1308/1854 | AI Video Summarization and Content Moderation using Deep Learning
[NO] 1309/1854 | SABER: A Novel Hybrid Model to Detect Stress in Youngsters
[NO] 1310/1854 | Secure and Adaptive Task Offloading in Mobile Cloud Computing: A Blockchain-Enabled Federated Deep Learning Framework with hybrid Optimization
[NO] 1311/1854 | Toward a Standardized Collation Sequence for Arabic Words with Special Characters: A Comparative Study of Digital Sorting Systems
[NO] 1312/1854 | Optimized Parallel Computing Framework for Real-Time IoT Data Processing
[NO] 1313/1854 | Attention-Driven Deep Learning Approach for Autism Spectrum Disorder Detection using Eye-Tracking Scanpath Representation
[NO] 1314/1854 | Growing Domain-Specific LLMs Through Federated Split-Phase Learning: System Design and Analysis
[NO] 1315/1854 | Merit-based Club Management Platform: A Transparent System for Student Club Administration
[NO] 1316/1854 | A Lightweight Detection Model of Defect Detection of Wind turbine blades
[NO] 1317/1854 | From Factory of the World to Innovation Powerhouse: A Computational Linguistics Analysis of China’s Manufacturing Policy Attention
[NO] 1318/1854 | Low-Latency Hybrid Post-Quantum Secure Access Protocol for Resource-Constrained Terminals
[NO] 1319/1854 | Graph-Enhanced Mamba for Multivariate Time Series Anomaly Detection
[NO] 1320/1854 | Iteratively Calibrated S
                    <sub>11</sub>
                    Thermometry for Microsecond-Scale Intra-Pulse Heating in 96-Well Plates
[NO] 1321/1854 | Streaming Video QoE Prediction using Key Quality Indicators from Screen Recordings
[NO] 1322/1854 | SODBoost: Density-Guided Zoom-In Mosaic for Small Object Detection
[NO] 1323/1854 | Data-Driven Pose Estimation for Robotic Connector Assembly: A Transformer-Based Approach using Force/Torque Time-Series
[NO] 1324/1854 | Tutorial: Clocking and CDR Techniques for High-Performance Wireline Transceiver
[NO] 1325/1854 | Sample-Efficient Robot Preference Learning under Forced-Choice Feedback
[NO] 1326/1854 | Tutorial: Fundamentals of Image Sensors: From Photon to Image
[YES] 1327/1854 | SandVenture: Escaping JavaScript Sandboxes with Objective-driven Input Generation
[NO] 1328/1854 | Consistency-Enhanced Tightly Coupled Visual-Inertial Odometry via Bounded Double Window Optimization
[NO] 1329/1854 | SoK: Honeypots &amp; LLMs, More Than the Sum of Their Parts?
[NO] 1330/1854 | FedS2R: One-Shot Federated Domain Generalization for Synthetic-to-Real Semantic Segmentation in Autonomous Driving
[NO] 1331/1854 | Spatiotemporal Feature Alignment and Weighted Fusion in Collaborative Perception Enabled by Network Synchronization and Age of Information
[NO] 1332/1854 | Using Big Data in Labor Productivity Analysis
[NO] 1333/1854 | Creation of a Layout for Measuring the Parameters of a Pulsed Magnetic Field
[NO] 1334/1854 | GNSS Time is Fragile: A Large-Scale Measurement Study Under Mobility and Intentional Interference
[NO] 1335/1854 | 6G Privacy-Preserving Proximity Services: Zero-Trust Multi-Stakeholder Access with Attribute-Based Credentials over PC5
[NO] 1336/1854 | Decision letter for "A Stepwise Fusion Network for Semi-supervised Remote Sensing Change Detection"
[NO] 1337/1854 | Syncube: A Modular and Scalable Hardware Synchronization Architecture for Multi-Sensor Fusion
[NO] 1338/1854 | 2026 XXIX International Conference on Soft Computing and Measurements (SCM)
[NO] 1339/1854 | When Agreement Fails: Visual Anchoring and Multimodal Pseudo-Label Reliability in Classroom Behavior Recognition
[NO] 1340/1854 | Say the Mission, Execute the Swarm: Agent-Enhanced LLM Reasoning in the Web-of-Drones
[NO] 1341/1854 | CaLiV: LiDAR-to-Vehicle Calibration of Arbitrary Sensor Setups
[NO] 1342/1854 | Agentic AI for Trip Planning Optimization Application
[NO] 1343/1854 | Comprehensive Analysis of Technologies for Extracting Rare and Rare Earth Metals from Associated and Mine Waters Using Artificial Intelligence
[NO] 1344/1854 | ViNET: Connecting the Unconnected using Video over LTE
[NO] 1345/1854 | Formal Security Analysis of Swedish BankID
[NO] 1346/1854 | Multi-TAB: Multi-View Inference at the Edge with Resource-Aware Split Computing
[NO] 1347/1854 | Length-Based Dispatching of Small Language Models On Heterogeneous On-Device Platforms
[NO] 1348/1854 | Feature Selection Approach Based on Stacked Density Granulation With Principle of Justifiable Granularity
[NO] 1349/1854 | Robust 3D-Aware Video Object Tracking for Mobile Robots Based on 2D Vision Foundation Models
[NO] 1350/1854 | GO: The Great Outdoors Multimodal Dataset
[NO] 1351/1854 | SoK: The Next Frontier in AV Security: Systematizing Perception Attacks and the Emerging Threat of Multi-Sensor Fusion
[NO] 1352/1854 | Domain Adaptive Weakly Supervised Learning Based Drivable Area Detection in Snowy Environments via Ego-Trajectory
[NO] 1353/1854 | Evaluation of 5G Communication for Real Time Monitoring of Power System Using PMUs
[NO] 1354/1854 | SPACE: Smart Priority-Aware Congestion Elimination in Urban Traffic Systems
[NO] 1355/1854 | Robust LIDAR Sensor-to-Sensor Domain Generalization via Accumulated-Point Scene Completion
[NO] 1356/1854 | Multi-scale Spectral Local Contrast Meets 3–D Residual Saliency for Hyperspectral Anomaly Detection
[NO] 1357/1854 | Dual-Quaternion-Based Multiplicative Extended Kalman Filtering (DQ-MEKF) for Relative Navigation in Small Groups of Interacting Objects
[NO] 1358/1854 | TMESurv: a Tumor Microenvironment-informed Interpretable Neural Network for Survival Analysis across Multiple Cancer Types
[NO] 1359/1854 | Approximate Analytical Method of Streamer Discharge: Corona Equation and Its State Function
[NO] 1360/1854 | DU-CRG: Deep Unfolding for Consensus Representation and Graph Learning in Incomplete Multi-view Clustering
[NO] 1361/1854 | Exploratory Q-Network: A DRL Framework for MOP-based GB-SAR Deployment in Open-Pit Coal Mine Slope Monitoring
[NO] 1362/1854 | Neural-Lifting-Based Model Predictive Control of a Piezo-Actuated Fast Steering Mirror for High-Precision Scanning
[NO] 1363/1854 | RingMo-Agent: A Unified Remote Sensing Foundation Model for Multi-Platform and Multi-Modal Reasoning
[YES] 1364/1854 | From Physics to Surrogate Intelligence: A Unified Electro-Thermo-Optimization Framework for TSV Networks
[NO] 1365/1854 | Geometry-Semantics Co-Regularization for Gaussian Splatting in Indoor Reconstruction
[NO] 1366/1854 | Proceedings
[NO] 1367/1854 | Multi-Opponent Tracking with Dual Stage Association for Autonomous Racing
[NO] 1368/1854 | Centimeter-Accurate Tunnel Positioning Using an LCX-Based Multimodal Fusion Method
[NO] 1369/1854 | Multi-Platform Bias-Mitigation Pseudolinear Kalman Filter for Bearings-Only Target Tracking under Measurement Constraints
[NO] 1370/1854 | How Accurate are Video Quality Models for Diffusion-Based Video Super-Resolution?
[YES] 1371/1854 | Verilog-Based Verification and Analysis of a Two-Step Nonlinear ADC
[NO] 1372/1854 | Nonlinear Kinematic Analysis of Tensioning Integrated Mechanism Based on AFSA and PID Control Technology
[NO] 1373/1854 | Work-in-Progress on Federated and Cluster-Aware Wi-Fi Fingerprinting for Indoor Localisation
[NO] 1374/1854 | RootLogic: An AI-Powered Bilingual Decision Support System for Sustainable Crop and Soil Management
[YES] 1375/1854 | Budget-aware Test-Sufficient Context Selection for Java Unit Test Generation
[NO] 1376/1854 | CPTF-DAN: A Class-Balanced Prototype-Guided Time–Frequency Domain Adaptation Network for Bearing Fault Diagnosis
[NO] 1377/1854 | SEEing Together: Synthetic Presence and Ethics in AI/XR
[NO] 1378/1854 | A Cross-Attention based Multimodal Transformer for Explainable Early Alzheimer’s Disease Detection
[NO] 1379/1854 | HAFNet: A Deep Learning-based Hybrid Attention Fusion Framework for Deepfake Image Detection
[NO] 1380/1854 | Hybrid Intelligent Architecture for Accurate Breast Cancer Detection and Classification from Multimodal Medical Imaging
[NO] 1381/1854 | Research on Method of Multi-Level Parallel Computation on Embedded VSIPL
[NO] 1382/1854 | From Model Comparison to Heterogeneous Fusion: A Gated Residual Framework for Brain Tumor MRI Segmentation
[NO] 1383/1854 | Range-Profile-Aware and Null-Protected Hybrid Precoding for Finite-Bit Near-Field Wideband OFDM-ISAC
[NO] 1384/1854 | Multi-Track Audio Main Melody Extraction Using Skyline-Based Melody Extraction and Clustering Algorithm
[NO] 1385/1854 | Sustainable Hemp-based Polycarbonate Substrates Enabling Low-Loss 5G and mmWave Electronic Systems
[NO] 1386/1854 | Accurate Synthetic Tasks for Scientific Workflow Benchmarks
[NO] 1387/1854 | M3DGCQA: A Quality Assessment Dataset for Multi-Object 3D Generated Contents
[NO] 1388/1854 | Battery State of Health Estimation via Federated Learning on Diverse Data from Multiple Sources
[NO] 1389/1854 | A G-Band SAR System for Non-Destructive Inspection of Packaged Products
[NO] 1390/1854 | Characterization of Traffic Flows in a Low-Resource Community Wireless Network
[NO] 1391/1854 | Stochastic Differential Equation Diffusion for Conditional Molecular Generation in Multi-scale Latent Spaces
[NO] 1392/1854 | Fairness Optimization of Data Collection Volume for STAR-RIS-Assisted UAV-Enabled IoT
[NO] 1393/1854 | ICBASE 2026 Breaker Page
[NO] 1394/1854 | The Impact of Posture on the Coupling Between Cerebral Blood Flow and Cortical Activity Evaluated via Mutual Information_supp1-3717604.docx
[NO] 1395/1854 | Auditing Retrieval-Augmented LLM Hypotheses for Longitudinal Cell Painting Morphology
[NO] 1396/1854 | CIERTe: Continuous Inter-Event Relative Temporal Anchoring for Anxiety Detection from Social Media Posts
[NO] 1397/1854 | Integrated virtual and wet-lab screening to identify ligands of a SLC benchmark, SLC25A20.
[NO] 1398/1854 | CSTATE: Predicting cellular responses to perturbations
[NO] 1399/1854 | Stochastic Retrieval for Fairness–Accuracy Trade-offs in Clinical RAG
[YES] 1400/1854 | To GOTO or Not to GOTO: Measuring Structural Complexity of (Decompiled) Code
[YES] 1401/1854 | Understanding Codebase like a Professional! Human–AI Collaboration for Code Comprehension
[YES] 1402/1854 | Test Behaviors, Not Methods! Detecting Tests Obsessed by Methods
[YES] 1403/1854 | Automated Test Suite Enhancement Using Large Language Models with Few-shot Prompting
[YES] 1404/1854 | The Way of Types: A Report on Developer Experience with Type-Driven Development
[NO] 1405/1854 | Mapperoni: A Tool for Teaching the Basics of Level Design
[NO] 1406/1854 | Representing and Generating Levels Over Time through Playtrace Reconstructive Partitioning
[NO] 1407/1854 | Design of Tensegrity-based Humanoid Robot
[NO] 1408/1854 | Realistic and Controllable 3D Gaussian-Guided Object Editing for Driving Video Generation
[NO] 1409/1854 | Online Li-ion Battery State of Health Estimation during Electric Vehicles Fast Charging: A Comparative Analysis of Advanced Data-Driven Techniques
[NO] 1410/1854 | Neural-Network-Based Optimization of Power Consumption in Electric Submersible Pump Systems
[NO] 1411/1854 | Corrections to “FCTformer: Fusing Convolutional Operations and Transformer for 3D Rectal Tumor Segmentation in MR Images”
[NO] 1412/1854 | Multi-Agent Connected Autonomous Driving with Infrastructure Perception
[NO] 1413/1854 | ParCo-SDF: Learning Prior-Free Partial-to-Complete Signed Distance Fields of Deformable Objects
[NO] 1414/1854 | LIF-Net: LiDAR-Camera Fusion for 3D Human Pose in Urban Scenes
[NO] 1415/1854 | Sponsors and Supporters
[NO] 1416/1854 | CMMS-DETR: Cross-Modal Multi-Scale Feature Fusion Network for UAV Remote Sensing Detection
[NO] 1417/1854 | A PSO-Optimized ANFIS-Based Control Strategy for DC Bus Voltage Regulation in PV-Battery DC Microgrids
[NO] 1418/1854 | Inertia Regional Clustering Based on PMU Measurements
[NO] 1419/1854 | Road-Aware Anomaly Segmentation with Query-Guided Polygons and CLIP in Autonomous Driving
[NO] 1420/1854 | Improved Compression of Smart Grid Timeseries Data with Rolling Window Statistical Analytics
[NO] 1421/1854 | A 20–47-GHz 1°-Phase-Variation 23-dB-Range VGA With 180°-Phase Shift and 138-Gbps Data Rate for 5G and SATCOM in 40-nm CMOS
[NO] 1422/1854 | A Latent Diffusion for Stable Frame Interpolation
[NO] 1423/1854 | Predicting Vendor and Supply Chain Disruptions using AI and Machine Learning in ERP Sourcing and Procurement for Optimized Business Processes
[NO] 1424/1854 | Event-Based Vision for Air Film Uniformity Measurement in Porous Aerostatic Bearings
[NO] 1425/1854 | Design, Verification and Motion Detection of a Fingerlike 3-DOF Piezoelectric Nanopositioner
[NO] 1426/1854 | Buffer Layer Defect Evolution and State Detection Based on Full-Scale High-Voltage XLPE Cables
[NO] 1427/1854 | Proton Radiation Effects on 6T CMOS Image Sensors with Standard and Binning Mode
[NO] 1428/1854 | 2026 IEEE Intelligent Vehicles Symposium Workshops (IV Workshops)
[NO] 1429/1854 | SRF: Stereo-Radar Fusion for 3D Object Detection in Adverse Weather Conditions
[NO] 1430/1854 | Ethical Implications in Generative Artificial Intelligence for Musical Arts: Navigate the Boundaries of Creativity and Authenticity
[NO] 1431/1854 | A Wire-Driven Robotic Hand with Reduced Path Dependency for Dexterous Manipulation
[NO] 1432/1854 | Tutorial: Fundamentals of Cryptography for Chip Designers: Classical to Post-Quantum
[NO] 1433/1854 | Robust and Stable Multipath Transmission in Large-Scale LEO Satellite Networks: An Agentic AI-Driven Approach
[NO] 1434/1854 | Leveraging External Hazard Data to Safeguard Automated Driving System
[NO] 1435/1854 | A Framework for Voltage-Hierarchy-Aware Directed Representation and Zonal Visualization of Power Grids
[NO] 1436/1854 | Fabrication of an 8-Ring Annular Array from 2D Capacitive Micromachined Ultrasonic Transducer (CMUT) Array Elements Using a Metal Redistribution Layer
[NO] 1437/1854 | Formal Verification of Functional Safety Supervisors for Autonomous Vehicles Using Behavior Tree Architectures
[NO] 1438/1854 | A Novel End-to-End Low-Light Image Segmentation Method and Its Application to Robotic Perception
[NO] 1439/1854 | HMPDM: A Diffusion Model for Driving Video Prediction with Historical Motion Priors
[NO] 1440/1854 | Robust 6-DoF Absolute Visual Localization for UAVs via Deep Homography Estimation
[NO] 1441/1854 | Hybrid Honeycomb Piezoresistive Tactile Sensor with Wide Range and High Sensitivity
[NO] 1442/1854 | Knowledge Embedded Stochastic Configuration Networks for Industrial Data Analytics
[NO] 1443/1854 | SparseVLM+: Visual Token Sparsification With Improved Text-Visual Attention Pattern
[NO] 1444/1854 | Hierarchical collaborative robust control of fuzzy human-machine systems with optimal human decision
[NO] 1445/1854 | PaRT-Net: Text-Image Person Re-Identification With Prioritized and Reweighted Tokens
[NO] 1446/1854 | DDPM-Driven Background Suppression for Efficient and Accurate Hyperspectral Anomaly Change Detection
[NO] 1447/1854 | Blockchain Enabled Smart Contract Security for WSN based Sustainable Agriculture
[NO] 1448/1854 | Continuous Training Sample Weighting via Constrained Optimization for Robust STAP in Heterogeneous Clutter
[NO] 1449/1854 | Category-Level Positive–Negative Prompting for Open-Set Cross-Scene Remote Sensing Image Classification
[YES] 1450/1854 | Layout Design of VLSI Cells under Conditions of Uncertainty in Design Rules
[NO] 1451/1854 | KHEPRI: Verifiable Perception Windows with Keepalive and Hot-Swap Recovery on Edge Microclusters
[NO] 1452/1854 | Exploring the Evolutionary Landscape of AI-Generated Viral Sequences: a Case Study on HIV-1
[NO] 1453/1854 | Depth-Gated Cross-Omics Graph Fusion for Cancer Subtype Classification
[NO] 1454/1854 | Dynamic Information Sub-Selection for Adaptive Decision Support
[NO] 1455/1854 | Slide-Omics: An Interpretable Bi-Directional Attention Framework for Integrating Multi-Omics and Pathology in Cancer Survival Analysis
[NO] 1456/1854 | Graph Signal Processing as an Experimental Approach to Radiomics Analysis
[NO] 1457/1854 | An Active Learning Framework for Data-Efficient, Human-in-the-Loop Enzyme Function Prediction
[NO] 1458/1854 | Fill-in-the-Blank Microgames
[NO] 1459/1854 | Tutorial: Using Behavior Trees to Create Point-and-Click Games
[NO] 1460/1854 | Bending the Arc of (Ludo)History
[NO] 1461/1854 | Integration of games and models as an approach to support inclusive environmental conservation
[NO] 1462/1854 | A Dynamic and Scalable Encryption Framework with Similarity Awareness for Cloud Data Storage
[NO] 1463/1854 | Semantic-Guided Mamba with Multi-Scale Attention Decoupling for Image Segmentation
[NO] 1464/1854 | A Retrieval and Fine-tuning based Approach for Information Extraction in Large Language Models
[NO] 1465/1854 | Quantum-Inspired Ensemble Learning for Robust Healthcare Risk Prediction
[NO] 1466/1854 | FLICS 2026 Committees
[NO] 1467/1854 | IMS RFSA 2026 Abstract Page
[YES] 1468/1854 | egg: Fast and Extensible Equality Saturation
[NO] 1469/1854 | BASIS: An LLM-Empowered Benchmark and Agent System for Inferring Synthetic Lethality
[NO] 1470/1854 | Adversarially Robust Federated Learning for IoMT-based Physiological Condition Monitoring: A Benchmark Dataset and ML-Aided Aggregation Framework
[NO] 1471/1854 | A VR-AI Integrated Teaching System for Ideological and Political Education: Requirement Analysis, Architecture Design, and Application Validation
[NO] 1472/1854 | Mitigating One-to-N Backdoor Attacks in Federated Learning
[NO] 1473/1854 | Dual-Branch Gated Fusion with Weighted Cross-Entropy for Robust Environmental Sound Classification
[NO] 1474/1854 | Real-Time Integrate Navigation for UAVs Based on Sequential Filter and Acceleration Rotation
[NO] 1475/1854 | Classification Study of Aviation Engine Accident Narrative Texts Based on Deep Learning
[NO] 1476/1854 | 5G NetOptima: AI-Driven Real-Time Latency and Bandwidth Optimization for Intelligent Resource Allocation in Next-Generation Networks
[NO] 1477/1854 | Comparing Model Compression Techniques for MCU-Based Federated TinyML
[YES] 1478/1854 | Leak-Free Machine Learning for Hardware Trojan Detection at RTL
[NO] 1479/1854 | Bee-Inspired Topology Control for Secure and Energy-Aware Communication in Mobile Ad Hoc Networks
[NO] 1480/1854 | Privacy Preserving Federated Learning for Decentralized Edge Intelligence in Self-Healing Autonomous Network Architectures
[NO] 1481/1854 | Optimization of Visible Light Communication Light Source Layout Based on Improved LILO Algorithm
[NO] 1482/1854 | Transmission Line Anti-External Damage Detection for Ultra-Low Power MCUs Based on TinyML
[NO] 1483/1854 | Distortion Perception Enhanced Image Quality Assessment for Color Block Artifacts and Color Saturation Distortions
[NO] 1484/1854 | NL-CPS: Reinforcement Learning-Based Kubernetes Control Plane Placement in Multi-Region Clusters
[YES] 1485/1854 | AI-enabled Inverse Design of Harmonic Terminated mmWave PAs and Frequency Doublers
[NO] 1486/1854 | Pulse-Doppler Self-Injection-Locked (PDSIL) Radar for Noncontact Vital Sign Monitoring
[NO] 1487/1854 | Integrating “Where” and “How” for Expertise-Aware 8K Video Quality Prediction
[NO] 1488/1854 | On-Orbit Demonstration of a Deployable Ka-Band 16-Element Active Phased-Array Transmitter
[NO] 1489/1854 | Attention-based Transformer–LSTM Architecture for Precision SOC and Battery Temperature Forecasting in Electric Vehicle Batteries
[NO] 1490/1854 | Learned Non-Maximum Suppression for 3D Object Detection
[NO] 1491/1854 | Subject-Invariant Multimodal Affective Representation Learning Via Masked Cross-Modal Alignment
[NO] 1492/1854 | PASTA: Peak-Aware Axis-Factorized Spatiotemporal Alignment for Traffic Forecasting
[NO] 1493/1854 | GTSIGN-220: A Crowd-Sourced, StVO-Aligned Benchmark for Fine-Grained German Traffic Sign Recognition
[NO] 1494/1854 | A Decision Transformer for Generalizable Multi-Vehicle Coordination at Unsignalized Intersections
[NO] 1495/1854 | Mode-State Prediction for Secure Control of Networked Switched Systems Subject to DoS Attacks
[NO] 1496/1854 | SIVR-VIF: System-Level Source-End Inertial Measurement Unit and Visual Reconstruction for Visual–Inertial Fusion
[NO] 1497/1854 | SUMMER: Recursive Zero-Knowledge Proofs for Scalable RNN Training
[NO] 1498/1854 | 2026 IEEE 27th International Symposium on a World of Wireless, Mobile and Multimedia Networks (WoWMoM)
[NO] 1499/1854 | WIP: Ad-Hoc Network Serverless Scheduling in an Industrial Case Study: Drone Swarms in Disaster-Struck Urban Environments
[NO] 1500/1854 | Auditing Fairness-Privacy Trade-offs: Subpopulation-Level Effects of Fairness-Enhancing Algorithms
[NO] 1501/1854 | Steering Resilient Control Of Autonomous Distributed-driven Electric Vehicles Based On Sensor Measurement Output Reconstruction Under Cyber Attacks
[YES] 1502/1854 | Agentic LLMs for Microarchitecture Research: The Role of the Human Architect
[NO] 1503/1854 | Message from General Chairs: WoWMoM 2026
[NO] 1504/1854 | On the Design of Decision Tree Visiting Kernels at the Edge
[NO] 1505/1854 | Autonomous Drone-Based Inspection of Photovoltaic Plants
[NO] 1506/1854 | Automated Threshold Estimation for Transformer-to-Customer Mapping Using AMI Data
[NO] 1507/1854 | Vis2Touch: Perceptually Grounded 3D Printing of Visual Art With AI-Driven Depth and Texture Estimation_supp1-3717908.pdf
[NO] 1508/1854 | Constructing a Digital Twin of a Physical Testbed: A Practical Guide for Connected Autonomous Vehicle Simulation
[NO] 1509/1854 | A Stepwise Fusion Network for Semi-supervised Remote Sensing Change Detection
[NO] 1510/1854 | Robotic Skin with Sparsely Embedded Transducers for Contact Localization on Non-planar Surfaces
[NO] 1511/1854 | SC-COP: Safety-Critical Constraint Optimization Policy with Beta Distribution for Mixed Traffic Ramp Merging
[NO] 1512/1854 | Artifact Appendix for Loglearners: Identifying Compromised AI Functions in Serverless Systems
[NO] 1513/1854 | Uncertainty Triggered Re-ranking to Counter Uncertainty Induced Conservatism in High Speed World Model Based Trajectory Selection
[NO] 1514/1854 | Spectrum-Occupancy Guided Edge-Enhanced Node2Vec for Spectrum Recommendation in Satellite-Terrestrial Networks
[NO] 1515/1854 | Reliability and Collapse of Neural Mutual-Information Estimators for Eavesdropper-Leakage Assessment in Wireless Physical-Layer Security
[NO] 1516/1854 | Piezoresistive Compressive Strain Sensor Based on MWCNT-Coated Porous PDMS Foam: Fabrication, Characterisation, and Wearable Application
[NO] 1517/1854 | Integrating Multi-Head Attention into MADRL for Robust Longitudinal Control of CAVs in Mixed Traffic with Unreliable Communication
[NO] 1518/1854 | HyPoLoc: Robust LiDAR Pose Regression via Hyperbolic-Transformer Fusion
[NO] 1519/1854 | Analysis and Optimization of Coupling Coefficient for Positively Coupled Inductors Leveraging Partial Saturation in Parallel Inverters
[NO] 1520/1854 | Broadband Impedance Acquisition of Lithium-Ion Batteries Using Spectrum-Controlled Ternary Sequence
[NO] 1521/1854 | Probability-Maximized Spiral Scanning for Fast Acquisition in Beaconless Optical Communications
[NO] 1522/1854 | The complete weight enumerators of linear codes from generalized augmented codes
[NO] 1523/1854 | Meta-Semantic Induction for Generalized Cross-Modal Hashing
[NO] 1524/1854 | Digital Self-Interference Cancellation Using Kernel Adaptive Filtering in Hilbert Spaces
[NO] 1525/1854 | A Multimodal Asynchronous-Aware Adaptive Fusion Framework for Anomaly Detection in Consumer Electronics
[NO] 1526/1854 | Physics-Informed Neural Network Modeling of Complex Vehicle Collision Dynamics in Precision Immobilization Technique Maneuvers
[NO] 1527/1854 | Decision letter for "Estimating Lake Water Level in Ice-Influenced Proglacial Lakes: A Comparative Study of Machine Learning and Satellite Altimetry in Chilean Patagonia"
[NO] 1528/1854 | Decision letter for "A Stepwise Fusion Network for Semi-supervised Remote Sensing Change Detection"
[NO] 1529/1854 | Designing Ethical AI Grief Support: A Value Sensitive Design Framework for Chronic Illness Care
[NO] 1530/1854 | A Predictive Internet of Things (IoT)- Driven Intravenous (IV) Therapy Safety System for Cancer Patients using Gradient Boosting and Isolation Forest
[NO] 1531/1854 | An Attention-Enhanced CNN–Transformer Model for Brain Tumor Identification from MRI Scan
[NO] 1532/1854 | Enabling Broadbeam Performance in Planar Backscatter Tags: A Semi-Passive Metalens-Enhanced mmID for Ambient IoT Environments
[NO] 1533/1854 | Intelligent Leaf Disease Classification using Deep Convolutional Neural Networks for Sustainable Agriculture
[NO] 1534/1854 | A Study on Eye Movement Characteristics and Learning Effects of Vocabulary Memorization Apps from the Perspective of Cognitive Load
[NO] 1535/1854 | Ptery-MSGNet: A Lightweight Dual-Branch Network with Multi-Scale Fusion for Pterygium Classification
[NO] 1536/1854 | Energy-Aware Self-Evolving Edge AI for Sustainable Cybersecurity in Ultra-Dense Smart City IoT Networks
[NO] 1537/1854 | High Accuracy Intelligent Sag Detection and Alert System for Overhead Power Lines with IoT Support
[NO] 1538/1854 | Span-Based Gazetteer Integration for Robust Named Entity Recognition in Code-Mixed Text
[NO] 1539/1854 | How Diegetic Maps Shape Wayfinding, Storytelling, and Immersion
[NO] 1540/1854 | Toxic Pings: An Interview Study on Hostile Nonverbal Communication Among Teammates in DotA 2 and League of Legends
[NO] 1541/1854 | No Prototypical Prototypes
[NO] 1542/1854 | Serious Games for Cognitive Bias Mitigation: A Review of Learning Mechanisms and Design Approaches
[NO] 1543/1854 | Understanding Player Movement in 3D Action-Adventure Games: From Mechanics to Implementation
[NO] 1544/1854 | Game Development for Diverse Academic Backgrounds: Designing an Inclusive Pedagogy
[NO] 1545/1854 | Adaptive Modulation of Hybrid Resonant–PWM DC–DC Converters using Deep Reinforcement Learning for Full-Range Soft-Switching
[NO] 1546/1854 | DQ-MCTR: Data Quality-Aware Multimodal Click-Through Rate Prediction for Online Advertising
[NO] 1547/1854 | Hybrid Machine Learning and Multimodal Fusion Techniques for Obstructive Sleep Apnea: A Systematic Review
[NO] 1548/1854 | Playstyle-Based NBA Injury Prediction Using Machine Learning and Statistical Analysis
[NO] 1549/1854 | FPGA Acceleration and Over-the-Air Validation of IEEE 802.11ad Based Integrated Sensing and Communication using RFSoC and Millimeter Wave Front-Ends
[NO] 1550/1854 | Adaptive Latent Embedding for Secure User-Centric Networking using Glow-based Normalizing Flows
[NO] 1551/1854 | Blockchain-Integrated Secure File Encryption with AI-Driven Anomaly Detection
[NO] 1552/1854 | Grid Forming Solar PV System with Battery Energy Storage for Voltage Stability Enhancement in Renewable-Integrated Power Networks
