[2026-08-07 22:34:34] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-08-06
正在获取论文...
[arXiv] 2026-08-06 | Periods of E-operators
[NO] 1031/1898 | Simplifying Flow Matching Transformations with Low-Rank Mixture Models
[NO] 1032/1898 | Simulation-Generated Data for Fault Detection and Diagnosis in Mobile Robots
[NO] 1033/1898 | Real-World Water-Scene Image Dehazing Based on Vision-Language Model and Density Difference Information
[NO] 1034/1898 | Parameter Identification of a Macroscopic Crowd Model Governed by a Hyperbolic PDE Using Physics-Informed Neural Networks
[NO] 1035/1898 | MILP and CP Approaches for Human-Robot Collaborative Flow-Shop Scheduling
[NO] 1036/1898 | Distributed Control and Coordination of Multi-Robot Trajectories Modeled by Timed Petri Nets
[NO] 1037/1898 | The Application of Artistic Style Interpretation and Cultural Communication Enhancement in the Transportation Landscape Design of Historical and Cultural Cities
[NO] 1038/1898 | Dynamics of Multi-Domain Robots at the Air-Water Interface
[NO] 1039/1898 | Channel Estimation and Relay Selection for Space-Air-Ground-Sea Integrated Networks
[NO] 1040/1898 | Uncertainty-guided Whitening for Unsupervised Generalizable Person Re-identification
[NO] 1041/1898 | Hybrid Deep Learning Framework for Content Based Image Retrieval Using CNN and CLIP
[NO] 1042/1898 | Personalized Depression Analysis Using EBFRFS-Net from Facial Emotion Variations
[YES] 1043/1898 | A Hybrid Machine Learning Approach for Scalable VLSI Testing
[NO] 1044/1898 | Research on the Design of Mobility Aid Products for the Elderly Based on Emotional Permanence Theory
[NO] 1045/1898 | Adaptive Dynamic Region Allocation and Full Coverage Path Planning Method for Multi-UUV Area Exploration Missions
[NO] 1046/1898 | AIGC Reshaping: A New Era in Interior Design Workflow
[NO] 1047/1898 | On the fixed-time control of systems with mismatched perturbations: An application to Quadrotor Unmanned Aerial Vehicles
[NO] 1048/1898 | Input-Complete Finite State Machines with Explicit Failure States: A Verification-Oriented Approach for ROPS Control Systems
                    <sup>*</sup>
[NO] 1049/1898 | Safe Navigation in Narrow Channels Using Smooth Minkowski Barrier Function
[NO] 1050/1898 | Amniotic Fluid Volume Estimation using an Array of UWB Antennas
[NO] 1051/1898 | Shift Scheduling for Electric Service Vehicles: A Public Transportation Case Study
[NO] 1052/1898 | Microstructural Evolution of Cr/Au Films on Fused Silica after Vacuum Annealing
[NO] 1053/1898 | Spatiotemporal Characteristics of Waves and Wave Energy Resources in the South China Sea
[NO] 1054/1898 | Improved IQC covers for sample-and-hold
[NO] 1055/1898 | Simulation of Metasurface Structures for Mid-Infrared Narrowband Filter
[NO] 1056/1898 | On the Incremental Stability of PIDE-based Stochastic Gene Regulatory Networks under Switching Inducer Profiles
[NO] 1057/1898 | Research on Information Visualization Design of Intangible Cultural Heritage of Traditional Craftsmanship
[NO] 1058/1898 | A Full-Stack API Performance Monitoring Middleware: Design and Implementation Using the MERN Stack
[NO] 1059/1898 | A Survey and an Analysis of Conflict Management in O-RAN
[NO] 1060/1898 | Multidimensional Data Analysis and Effect Evaluation Model Construction of Practical Education Projects in Colleges and Universities
[NO] 1061/1898 | Research on the Protection and Application of Virtual Reality Technology in Inner Mongolia Cultural Heritage
[NO] 1062/1898 | Contact Material Recognition Device Based on Electronegativity Difference
[NO] 1063/1898 | Enhancing Straight-Line Stability of a Dual Flapping, Caudal Fin-Propelled Biomimetic AUV by Design Modifications
[NO] 1064/1898 | AIRC 2026 Cover Page
[NO] 1065/1898 | WoRMA 2026 Keynotes
[NO] 1066/1898 | A 11.6–27.7-GHz Frequency Doubler With Stack Harmonic Feedback Achieving 18.8% Total Efficiency
[NO] 1067/1898 | Trustworthy LLM-Based Agents for Data-Centric AI
[NO] 1068/1898 | Interactive Recommendation Agent with Active User Commands
[NO] 1069/1898 | Text-Guided Visual Representation Learning for Robust Multimodal E-Commerce Recommendation
[NO] 1070/1898 | TCG-LLM: Physics-aware Fine-tuning with Quality-based Reward Shaping for Tropical Cyclogenesis Detection and Localization
[NO] 1071/1898 | Integrating Inductive Biases in Transformers via Distillation for Financial Time Series Forecasting
[NO] 1072/1898 | Beyond Time Series: Spatial Reasoning for Epidemic Forecasting via Multimodal Learning
[NO] 1073/1898 | FairTraj: Density-Aware Generative Data Augmentation for Fairness in Downstream Trajectory Learning Tasks
[NO] 1074/1898 | From Scaling to Structured Expressivity: Rethinking Transformers for CTR Prediction
[YES] 1075/1898 | GREPO: A Benchmark for Graph Neural Networks on Repository-Level Bug Localization
[NO] 1076/1898 | RAViG-Bench: A Benchmark for Retrieval-Augmented Visually-Rich Generation with Multi-Modal Automated Evaluation
[NO] 1077/1898 | Lightweight Wrappers for Adapting Time Series Foundation Models to Regional Drought Forecasting
[NO] 1078/1898 | ECHO: Adaptive Community Search over Multimodal Graphs
[NO] 1079/1898 | LocalSearchBench: Benchmarking Agentic Search in Real-World Local Life Services
[NO] 1080/1898 | Scalable Multi-Action Offline Policy Learning with an
                    <i>m</i>
                    -ary Tree
[NO] 1081/1898 | X-VORTEX: Spatio-Temporal Contrastive Learning for Wake Vortex Trajectory Forecasting
[NO] 1082/1898 | Dual-Difficulty Curriculum Learning for Direct Preference Optimization
[NO] 1083/1898 | HD-Prot: A Protein Language Model for Joint Sequence-Structure Modeling with Continuous Structure Tokens
[NO] 1084/1898 | Hierarchical Causal Model for Multimodal Single-cell Data Integration and Prediction
[NO] 1085/1898 | PRIME: A Pretrained Representation-Induced Model for 3D Molecules in De Novo Binder Design
[NO] 1086/1898 | Native Hierarchical and Compositional Representations with Subspace Embeddings
[NO] 1087/1898 | Stabilizing Physics-Informed Consistency Models via Structure-Preserving Training
[NO] 1088/1898 | <scp>MirrorBench:</scp>
                    A Benchmark to Evaluate Conversational User-Proxy Agents for Human-Likeness
[NO] 1089/1898 | A More Accurate Algorithm Comparison through A/B Testing using Offline Evaluation Methods
[NO] 1090/1898 | Multi-Hop Diffusion-Wavelet Semantic Learning for Zero-Shot Circrna-Mirna Interaction Prediction
[NO] 1091/1898 | MixLM: High-Throughput and Effective LLM Ranking via Text-Embedding Mix-Interaction
[NO] 1092/1898 | CTIConnect: A Benchmark for Retrieval-Augmented LLMs over Heterogeneous Cyber Threat Intelligence
[NO] 1093/1898 | The Pitfall of Scaling Up: Uncovering and Mitigating Popularity Bias Amplification in Scaling Transformer-based Recommenders
[NO] 1094/1898 | Rethinking Weak Supervision in Anomaly Detection: A Comprehensive Benchmark
[NO] 1095/1898 | DICE: Dynamic In-Context Example Selection in LLM Agents via Efficient Knowledge Transfer
[NO] 1096/1898 | Backward Compatibility in Tree-Based Explanations and Enhanced CART Algorithm
[NO] 1097/1898 | SaFRO: Satisfaction-Aware Fusion via Dual-Relative Policy Optimization for Short-Video Search
[NO] 1098/1898 | Geometry-aware Test-Time Adaptation on Graphs
[NO] 1099/1898 | Geometry-First Generative Spatial Single-Cell Reconstruction
[NO] 1100/1898 | CoRGI: GNNs with Convolutional Residual Global Interactions for Lagrangian Simulation
[NO] 1101/1898 | Compass: Navigating Global Marine Lead Data Integration through Expert-Guided LLM Agent
[NO] 1102/1898 | FedTail-DT: A Dual-Teacher Framework for Long-Tailed Heterogeneous FL with CLIP Prototypes and Adaptive Aggregation
[NO] 1103/1898 | Slowing Down Forgetting in Continual Learning: Evidence from Manufacturing
[NO] 1104/1898 | MMSep: Efficient Multimodal Long-Generation Reasoning via Multimodal Separator Compression
[NO] 1105/1898 | {GS-Fuse}: Granger-Supervised Gated Fusion and Multi-Granularity Alignment for Event-Driven Financial Forecasting
[NO] 1106/1898 | Online Learning for Wild Streaming Data with Delayed Feedback
[NO] 1107/1898 | UniDocVLM: Enhancing Visual Reasoning and Document Understanding for VLM via Reinforcement Learning
[NO] 1108/1898 | SemStruct: Contextualizing Semantic Embeddings with Structural Information for Schema Matching
[NO] 1109/1898 | MT-REN: An Energy-Efficient Metric–Topology-Fusion Reconfigurable End-to-End GVD-NeuroSLAM Accelerator for Autonomous Microrobots
[NO] 1110/1898 | IEEE Innovation Testbed
[NO] 1111/1898 | Q-Learning Based Graphical Tuning of ADRC Parameters: Hardware Implementation on a DC-DC Boost Converter
[NO] 1112/1898 | Mathworks—Medical
[NO] 1113/1898 | A Secure Hierarchical Federated Learning Architecture for UAV-Enabled Edge Computing Systems
[NO] 1114/1898 | LAVA-Control: Stable Cost-Aware Intelligence Density Adaptation for Distributed IDS in Heterogeneous IoT Networks
[NO] 1115/1898 | Real-Time Deepfake Threat Detection: Benchmarking Lightweight Audio Forensics Against SOTA Video and Hybrid Architectures
[NO] 1116/1898 | Roadmap to Wearable Biosensors for Continuous Monitoring of Biomarkers in Sweat: Next-Generation Sweat Biosensing
[YES] 1117/1898 | HG-Probe: A Safety-Bounded Evidence Layer for LLM-Guided Web/API Security Testing
[NO] 1118/1898 | Shared Data Intelligence-Driven Multi-Task Prediction for Efficient Resource Utilization in 6G Networks
[NO] 1119/1898 | Quantum-Resistant RLWE Based Authentication Scheme for Space-Air-Ground-Integrated Network
[NO] 1120/1898 | Security risk assessment in distributed systems made practical: Application to a real-world mobility system
[YES] 1121/1898 | Study on Cybersecurity for LLM Systems
[NO] 1122/1898 | A RSSI Attenuation Model Considering Incident Angle and Wall Thickness in Indoor Environments
[NO] 1123/1898 | From Cyber Threat to Political Action: The Identity and Motivations Presented by Anonymous Sudan for DDoS Attacks
[NO] 1124/1898 | LLM-Assisted Network Management for Digital Twin-Enabled 5G Systems
[NO] 1125/1898 | Middleware Topology Comparison for Automotive Zonal Architectures: Zenoh, DDS, and Zenoh-Bridged DDS
[NO] 1126/1898 | A new consensus-based control strategy for intelligent cooperative buildings in microgrid
[NO] 1127/1898 | G.R.A.D.E.: A Gemini-Based Resume Assessment and Document Evaluator
[NO] 1128/1898 | Equivalent Disturbance Modeling of Riser and Buffer Station Coupling Effects on Dynamic Positioning Deep-Sea Mining Vessels
[NO] 1129/1898 | Remaining Useful Life Prediction Method using Bayesian Optimization based CNN-LSTM- XGBoost Cascaded Model
[NO] 1130/1898 | Visual Target Localization for Single UAV Based on Dynamic Benchmark Optimization and Multi-View Vector Intersection
[NO] 1131/1898 | Research on Intelligent Design and Dynamic Interaction of Digital Twin Systems for Heritage Sites—A Case Study on the Living Digitization of Yuanmingyuan Cultural Heritage
[NO] 1132/1898 | Message from the General Chairs
[NO] 1133/1898 | Joint Optimization of Temporal Windows and Hidden Neurons for Residual-Based Fault Detection
                    <sup>*</sup>
[NO] 1134/1898 | Calibrated and Uncertainty-Aware Heart Disease Prediction Using Ensemble Learning
[NO] 1135/1898 | Secure Inter-Vehicle Communication Using Blockchain-Based Distributed Security Frameworks
[NO] 1136/1898 | Bayesian Ensemble Regression for Uncertainty Prediction in Data-Sparse Sensor Calibration
[NO] 1137/1898 | Stochastic prediction for heavy-tailed processes using extreme gradient boosting
[NO] 1138/1898 | Enhancing Seathru-NeRF with External Monocular Depth Constraints for Underwater 3D Reconstruction
[NO] 1139/1898 | Research on Personalized Learning Path Recommendation in Vocational Education Based on Deep Learning
[NO] 1140/1898 | The Chemically Sensitive Transistor based on Palladium Nanoparticle-modified h-BN/MoS
                    <sub>2</sub>
                    Heterostructures for H
                    <sub>2</sub>
                    Detection*
[NO] 1141/1898 | Research on the Construction Path and Practice of the “Golden Curriculum System” for AI-Empowered Intelligent Manufacturing Professional Group Under the Background of “Double High Construction (2025-2029)”
[NO] 1142/1898 | Heart Attack Risk Prediction Using Retinal Eye Images
[NO] 1143/1898 | Building a Structured Indonesian Legal Corpus for NLP Applications
[NO] 1144/1898 | Sentimental Analysis of Social Media Data Using Contextual Hybrid Embeddings and Deep Learning
[NO] 1145/1898 | IoT-Based Emergency Vehicle Priority Traffic Control Using Realtime Signal Adjustment
[NO] 1146/1898 | A Secure and Scalable Digital Healthcare System Based on Blockchain Telemedicine Architecture
[NO] 1147/1898 | Enhanced Extended Sliding Innovation Filter for Nonlinear Underwater Bearings-Only Target Tracking
[NO] 1148/1898 | Engineering the Ocean Decade Innovation Pipeline: The IEEE OES Ocean Challenge as a Scalable Mechanism for Ocean Technology Prototyping and Capacity Development
[NO] 1149/1898 | Hierarchical Satellite Attitude Control via Reinforcement Learning-Guided Model Predictive Control
                    <sup>*</sup>
[NO] 1150/1898 | Offline Opacity Enforcement and Online Mitigation Mechanism for Actuator-Enablement Attacks in Discrete Event Systems
[NO] 1151/1898 | A hybrid continuous-discrete nonlinear observer for real-time SOC estimation for Supercapacitor
[NO] 1152/1898 | A new cutting plane algorithm for the min s-t cut problem
[NO] 1153/1898 | Adaptive Compensation and Adaptive Optimal Control of a Single Link Manipulator
[NO] 1154/1898 | Research on Enhancing Adolescent Cultural Heritage Cognition Through Gamified Multimodal Interaction
[NO] 1155/1898 | Liaoning Folk Paper Cutting Folk Cultural Characteristics and Spatial Translation Design Research
[NO] 1156/1898 | Physics-Informed Feature Generation for Fault Classification in Industrial Drive Systems
[NO] 1157/1898 | A Channel Impulse Response-Aided Time of Arrival Estimation Method for Under-Ice Current Field Distributed Acoustic Observation
[NO] 1158/1898 | Improved Real-Time Object Detection Using a YOLOv8-Based Ensemble Framework
[NO] 1159/1898 | Side-Scan Sonar Image Correction Method Based on Histogram Partitioning Estimation
[NO] 1160/1898 | Detecting Hard Examples for Semantic Segmentation with Auxiliary 3D LiDAR
[NO] 1161/1898 | Study on External Spatial Characteristics of Qingdao Textile Valley Creative Park
[NO] 1162/1898 | Magnetic Induction-Based Cross-Boundary Communication Between Air and Water
[NO] 1163/1898 | Application of Particle Swarm Optimization Algorithm in Time Planning of Army Aviation Interception Missions
[NO] 1164/1898 | Low-Complexity Probabilistic Amplitude Shaping via Neural Distribution Matching for Underwater Optical Systems
[NO] 1165/1898 | The Role of Cross-Modal Vision-Touch Interaction in Generalized Anxiety Regulation
[NO] 1166/1898 | Motion-Artifact-Suppressed Pulse Wave Monitoring Based on an Iontronic Pressure Sensor
[NO] 1167/1898 | Net Buoyancy Identification of Underwater Vehicles via Power-Off Ascent Dynamics
[NO] 1168/1898 | Research Approaches to Smart Clothing Design From the Perspective of Phenomenology of the Body
[NO] 1169/1898 | 2026 IEEE Global Symposium on Emerging and Communication Technologies (GSEACT)
[NO] 1170/1898 | Optimization of Exterior Shading for Classrooms in Non-North-South Oriented Regions: A Performance-Driven Study of Sanmenxia Experimental Primary School
[NO] 1171/1898 | Trust-Based Admission and Departure Control for Cooperative Platooning
[NO] 1172/1898 | Fault Diagnosis of Networked Time Petri Nets With Communication Delays
[NO] 1173/1898 | Dynamic Object-Based Point Cloud Registration for Roadside LiDAR Calibration in Low-Overlap Outdoor Deployments
[NO] 1174/1898 | A Novel Flash-Based Finite Impulse Response (FFIR) Filter Featuring Processing In-Memory (PIM) for IoT Applications
[NO] 1175/1898 | Wings-Embedded Through Polymer Via (WTPV) for Signal Integrity and Thermal Management in 3D Integrated Circuits
[NO] 1176/1898 | Research on Non-Contact Voltage Sensing System Technology Supporting Load Management of Dedicated Transformer Areas
[NO] 1177/1898 | Dynamic Positioning Control for Surface Vessels via a Composite Observer with State and Disturbance Estimation
[NO] 1178/1898 | Outdoor Robustness Validation of a Laser-Acoustic Cross-Medium Communication System
[NO] 1179/1898 | A Class of Generalized Sufficiently Smooth Projection Operators
[NO] 1180/1898 | Lyapunov-Based Adaptive Control for Constrained Kinematic Tracking of Robot Manipulators under Parameter Uncertainty
[NO] 1181/1898 | Research on Digital Flow Design of Ancient Book with the Aid of Artificial Intelligence
[NO] 1182/1898 | A Feature-Weighted K-Means and K-Means++ Framework for Clustering of Low-Dimensional Data
[NO] 1183/1898 | Evaluation of Rotor Tolerances in Iron- and Air-Cored Halbach PM Machines
[NO] 1184/1898 | Shape-Aware Cell Segmentation with Global Cues_supp1-3721049.pdf
[NO] 1185/1898 | Robust Optimal Formation Control in Connected Autonomous Surface Vehicles with Multiple Objectives and Input Dead-Zones
[NO] 1186/1898 | Deep Neural Networks for Inverse Kinematics with Multi-Valued Solution Spaces: Limitations and Hybrid Learning–Optimization Approach
[NO] 1187/1898 | Self-Chained Dynamic Context Perception to Tracking by Natural Language Specification
[NO] 1188/1898 | A 19.8-Gb/s/Wire Single-Ended PAM-3/NRZ Simultaneous Bidirectional Transceiver With Shared ZQ/Hybrid Calibration for Memory Interfaces
[NO] 1189/1898 | High-Throughput LDPC Decoder for nand Flash: Turbo Two-Bit Gradient Descent Bit-Flipping Algorithm and VLSI Architecture
[NO] 1190/1898 | Event-Triggered Gossip for Distributed Learning_supp1-3718498.pdf
[NO] 1191/1898 | Cybersecure and Privacy-Aware Governance Framework with Face Verification ID in Digital Public Infrastructure Toward a Trusted and Secure Digital Society: A Systematic Literature Review
[NO] 1192/1898 | SSH-Net: Symplectic-Inspired Discrete Dynamic Evolution for Hyperspectral Image Classification
[NO] 1193/1898 | Residual MPC: Blending Reinforcement Learning with GPU-Parallelized Model Predictive Control
[NO] 1194/1898 | NewbornTimeLine: Automated Video-Based Timelines for Neonatal Resuscitation in a Hospital Pilot Study
[NO] 1195/1898 | A Physics-Guided Parametric Discovery Framework for Closed-Form Gain Representation of EDFA
[NO] 1196/1898 | Edge-Optimized AI Framework for Predictive Maintenance in Smart Industrial IoT Systems
[NO] 1197/1898 | Evaluation of YOLO Algorithms in Car Damage Detection Using CarDD Dataset
[NO] 1198/1898 | Enhancing Path Planning and Obstacle Avoidance in Autonomous System Using Deep Learning
[NO] 1199/1898 | Next-Gen Secure Access Using Intelligent Zero Trust Network Architecture
[NO] 1200/1898 | Expert Behavior Prior Reinforcement Learning
[NO] 1201/1898 | Hierarchical Predictive Sliding Mode Control for Under-Actuated UAV: A FAS Approach
[NO] 1202/1898 | SWAN: Synergistic Wavelet-Attention Network for Infrared Small Target Detection
[NO] 1203/1898 | Watch, Localize and Answer: Actom-Centric Video Large Language Models
[NO] 1204/1898 | Porous 4H-SiC Local Avalanche Ultraviolet Photodetector with High Photo-to-dark Current Ratio and Low Avalanche Threshold Voltage
[NO] 1205/1898 | Quantum Attention Mechanisms: Architectures, Measurement Overhead, and Empirical Evidence
[NO] 1206/1898 | Noise-Aware Model Inversion Eavesdropping Attack in Semantic Communication System for Video Transmission
[NO] 1207/1898 | A Non-Contact Capacitive ECG Smart Mattress System Using Sensor Arrays and Adaptive Switching Strategy for Unconstrained In-Bed Sleep
[NO] 1208/1898 | Exploring New Paradigms in Chinese Font Library Design Under the Context of Artificial Intelligence
[NO] 1209/1898 | Correlation Between Medium-to-High Intensity Physical Activity and U6-7 Basic Motor Skills and Physical Fitness
[NO] 1210/1898 | Coastal S-Band Coherent Radar Observations of Ocean Waves During Tropical Cyclones
[NO] 1211/1898 | Sea-Trial Validation of an Underwater Acoustic OFDM-Based Real-Time Remote Seafloor Seismic Monitoring System
[NO] 1212/1898 | Offshore Floating Wind Development in Iberian Coastal Waters: A GIS-Based Tool to Assess Technical, Economic, and Industrial Value Chains
[NO] 1213/1898 | PAMR: Patch-Aggregated Metric Retrieval for Scalable Fine-Grained Texture and Material Recognition
[NO] 1214/1898 | Multiplex Optical Detection of Bacteria in Water Using a Cell Imprinted Polymer-Based Microfluidic Sensor
[NO] 1215/1898 | Exploration on Basic Courses of Art Design Education Under the Background of Artificial Intelligence
[NO] 1216/1898 | Innovative Integration of Intelligent Technology and Narrative Theory in Dunhuang Cultural Creative Products
[NO] 1217/1898 | A Self-Powered Wireless Sensing System Based on Array Piezoelectric Energy Harvester
[NO] 1218/1898 | Laser Phase-Shifting Interferometry for Micro-Scale Displacement Measurement of Piezoelectric Actuators
[NO] 1219/1898 | Quantum AI Driven Intrusion Detection System for Large-Scale Network Traffic Analysis Using the CICIDS2017 Dataset
[NO] 1220/1898 | A Study on the Influencing Factors of Prayer Exam Stationery Purchase Intention Based on the Theory of Planned Behavior
[NO] 1221/1898 | Parametric Design on Three Ordered Levels of Product Design
[NO] 1222/1898 | A Study on the Structural Transformation of Intelligent Advertising Creative Production Under the 5W Communication Model--Taking Midjourney as an Example
[NO] 1223/1898 | FinVision AI: A Multi-Model Machine Learning Framework for Financial Risk Management and Portfolio Optimization
[NO] 1224/1898 | Pressure-Preserving Transfer Technology for Hadal Macro-Organisms Based on Modular Chamber Docking: Design and Experimental Study
[NO] 1225/1898 | A Study on Friendly Space Design for Caracal Pavilion Based on the Analytic Hierarchy Process
[NO] 1226/1898 | Research on the Reconstruction and Competitiveness Evaluation of Time-Honored Zisha Utensils Under the New Aigc Workflow
[NO] 1227/1898 | MLAS: An Integrated Deep Multi-Task Architecture for Data-Driven Farming
[NO] 1228/1898 | Investigation of Sample Volume Effect on Viscosity Sensor Using SAW Devices
[NO] 1229/1898 | Stable Adversarial Adaptation for Wearable Sensors
[NO] 1230/1898 | A Multimodal Domain Ontology for the Dominant Zooplankton Species in Shandong Offshore Area, China
[NO] 1231/1898 | A Portable Multi-Sensor Unit and Layered Kalman Filtering for State Estimation on Legged and Wheeled Mobile Robots
[NO] 1232/1898 | A Hybrid Model-Based and Model-Free Framework for Active Multi-View Viewpoint Optimization in Sonar Target Recognition
[NO] 1233/1898 | Fingertip Campus: A Study on the Design of Accessible Campus Maps for the Consideration of Blind People
[NO] 1234/1898 | Exploring the Emotional Attributes of Chinese Fonts and Their Relationship to Morphology and Emotional Perception
[NO] 1235/1898 | FPGA-Enabled Design for per-Stream Processing in Asynchronous Traffic Shaping for TSN
[NO] 1236/1898 | A Stability-Driven Clustering Scheme for Uninterrupted Federated Learning in UAV Networks
[NO] 1237/1898 | TATM: A Proactive Flow-Aware Buffer Allocation Framework for Efficient Micro-Burst Absorption in Commodity Switches of 5G Networks
[YES] 1238/1898 | CCGP: A Cooperative Coevolutionary Cartesian Genetic Programming Algorithm for Finite State Machine Synthesis
[NO] 1239/1898 | Edge-AI Enabled Real-Time Multi-Camera Casualty Detection and Tracking for Military IoT
[NO] 1240/1898 | An Efficient Image Dehazing Algorithm using Wavelength-Based Transmission Rate Estimation for Edge Applications
[YES] 1241/1898 | Cross-Modal Gated Fusion for Joint Anomaly Detection and Fault Category Diagnosis in Distributed Systems
[NO] 1242/1898 | Enhanced Contention-Based Random Access for 5G NR and Beyond: Supporting NES
[NO] 1243/1898 | Adaptive PSO Algorithm for Cooperative Multi-UAV Path Planning in Disaster Relief
[NO] 1244/1898 | GATv2+LP: GATv2-Based WSS Topology Design with Link Pruner for Datacenter Network
[NO] 1245/1898 | From Synchronized Testbed to MaskForceNet: End-to-End Force Estimation for Neurovascular Guidewires
[NO] 1246/1898 | Holographic-ELAA-Enabled Near-Field ISAC: A Sensing-Centric Beamforming Design
[NO] 1247/1898 | Energy-Aware Online Fog Scheduling for Mixed Agricultural Sensing Platforms
[NO] 1248/1898 | Implementation of a ZSM-Based Network Agent for Automated Traffic Detection and Unified Data Collection in Multi-Generation Networks
[NO] 1249/1898 | OOD-GraphLLM: Graph Large Language Model for Out-of-Distribution Generalized Drug Synergy Prediction
[NO] 1250/1898 | OneLive: Dynamically Unified Generative Framework for Live-Streaming Recommendation
[NO] 1251/1898 | DEGR: Dual Exploration-Driven Generative Re-Ranking for Adaptive Cross-Request Context Bridging
[NO] 1252/1898 | ThermEval: A Structured Benchmark for Evaluation of Vision-Language Models on Thermal Imagery
[NO] 1253/1898 | Learning to Evaluate: Cost-Effective Model Evaluation on Unlabeled Data with Meta-Learning
[NO] 1254/1898 | From Latent to Observable Position-Based Click Models in Carousel Interfaces
[NO] 1255/1898 | The KDD 2026 Panel Beyond Scaling---What Will Define the Next Decade of AI? New Frontiers in Knowledge Discovery from Data
[NO] 1256/1898 | Rewarding the Scientific Process: Process-Level Reward Modeling for Agentic Data Analysis
[NO] 1257/1898 | AI-Assisted Variance Reduction in Randomized Experiments
[NO] 1258/1898 | Experimentation for Different Scheduling Policies on Queues: Mixed Differences-in-Q Estimators Based on Little's Law
[NO] 1259/1898 | HeimdaLLM: Efficient Cloud-assisted Federated Fine-tuning with Zeroth-Order Rectification for LLMs
[NO] 1260/1898 | FOUNDv2: Learning Unified User Quantized Tokenizers for User Representation
[NO] 1261/1898 | MEMTS: Internalizing Domain Knowledge via Parameterized Memory for Retrieval-Free Domain Adaptation of Time Series Foundation Models
[NO] 1262/1898 | Chem-R: Learning to Reason as a Chemist
[NO] 1263/1898 | Atomic Intent Reasoning: Bringing LLM Semantics to Industrial Cross-Domain Recommendations
[NO] 1264/1898 | Revisiting Graph Autoencoders as Implicit Contrastive Learners
[NO] 1265/1898 | RoDAC: A Robust Data-centric Anti-Cheat Framework for Fair Online Competitive Gaming
[NO] 1266/1898 | FlightGen: Controllable Flight Trajectory Generation with Physics-Constrained Diffusion
[NO] 1267/1898 | Tensor Methods: A Unified and Interpretable Approach for Material Design
[NO] 1268/1898 | SAGEO Arena: A Realistic Environment for Evaluating Search-Augmented Generative Engine Optimization
[NO] 1269/1898 | Multi-TAP: Multi-criteria Target Adaptive Persona Modeling for Cross-domain Recommendation
[NO] 1270/1898 | Artificial Social Intelligence
[NO] 1271/1898 | Driving Reaction Trajectories via Latent Flow Matching
[YES] 1272/1898 | <scp>Optimas</scp>
                    : An Intelligent Analytics-Informed Generative AI Framework for Performance Optimization
[NO] 1273/1898 | StaR: Stateful Dynamic-Graph Root Cause Analysis through Memory-Enhanced Causality Discovery
[NO] 1274/1898 | <scp>DDIAgents:</scp>
                    Mechanism-Conditioned Context Flow for Drug-Drug Interaction Prediction
[NO] 1275/1898 | Proceedings of the 32nd ACM SIGKDD Conference on Knowledge Discovery and Data Mining V.2
[NO] 1276/1898 | AFLiP: An Access-Recomputation Decoupling Framework for Efficient and Structure-Preserving GNN-based Link Prediction
[NO] 1277/1898 | Structured Task Alignment for Multi-Objective Learning to Rank
[NO] 1278/1898 | MOSIC: Model-Agnostic Optimal Subgroup Identification with Multi-Constraint for Improved Reliability
[NO] 1279/1898 | CR-Aug: Community Risk-Guided Adaptive Augmentation for Semi-supervised Graph Anomaly Detection
[NO] 1280/1898 | A Data-Centric Decomposition of Estimator Performance in Continuous Treatment Effect Estimation
[NO] 1281/1898 | <scp>Kairos:</scp>
                    Time-Sensitive Scheduling for Ad-Oriented ML Workloads with Heterogeneous Time-Utility Functions
[NO] 1282/1898 | Generalizing GNNs with Tokenized Mixture of Experts
[NO] 1283/1898 | Scalable and Traceable Joint Uplift Modeling for Multi-Lever Online Marketing
[NO] 1284/1898 | Self-Regulating Prompt Expansion for Continual Learning
[NO] 1285/1898 | The International Workshop on AI for Cognitive and Mental Health Support
[NO] 1286/1898 | CanonFedRec: A Canonical Geometric Framework for Personalized Federated Recommendation
[NO] 1287/1898 | Take Control of Censoring, Generate Real-World Like Synthetic Data
[NO] 1288/1898 | FuXi-Linear: Unleashing the Power of Linear Attention in Long-term Time-aware Sequential Recommendation
[NO] 1289/1898 | BatteryMFormer: Multi-level Learning for Battery Degradation Trajectory Forecasting
[NO] 1290/1898 | Towards Universal Spatial Transcriptomics Super-Resolution: A Generalist Physically Consistent Flow Matching Framework
[NO] 1291/1898 | TCRTSdesign: End-to-End Co-Design of Antigen-Specific TCR Sequences and Structures
[NO] 1292/1898 | EHRBench: An Automated and Reliable EHR-based Benchmark for Clinical Decision Making with LLMs
[NO] 1293/1898 | Relaxed Bipartite Matching with Structural Inertia for Efficient Diffusion
[NO] 1294/1898 | CaCuTe: Casual Cubic-Model Technique for Faster Optimization
[NO] 1295/1898 | CTLSL: A Robust Underwater Target Localization in Stratified and Perturbed UIoT Environments_supp1-3720542.pdf
[NO] 1296/1898 | Author Index
[NO] 1297/1898 | Distributed Fixed-Time Cooperative Transport of Multiscene Aero-Disturbed UAVs-Payload Systems Via a Predefined-Time Collision Strategy
[NO] 1298/1898 | Contributors
[NO] 1299/1898 | ReCIL: Rehearsal-Based Class Incremental Learning for Cross-Subject Motor Imagery Classification
[NO] 1300/1898 | High-sensitivity seawater temperature measurement based on core-offset microchannel sensing structure
