[2026-09-02 23:53:00] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-09-01
正在获取论文...
[arXiv] 2026-09-01 | It Takes Two to Match: Co-Evolving Generative Retriever with Reinforcement Learning
[NO] 1273/2000 | Rule-Guided RAG and Multi-Agent Collaboration for Deterministic Legal Document Auditing
[NO] 1274/2000 | ISSG: An Interpretable Cross-Modal Generative Framework for Culturally Constrained Pattern Design - A Case Study on Hakka Motifs
[NO] 1275/2000 | Exploiting Model Replication and Heterogeneous Accelerator Parallelism for Low-Latency Multi-View Perception_supp3-3728805.mp4
[NO] 1276/2000 | CIS-RAM 2026 Copyright Page
[NO] 1277/2000 | Author Index
[NO] 1278/2000 | Brain-MRINet: A Parallel Multi-Scale Convolutional Framework for Brain Tumor Classification from MRI
[NO] 1279/2000 | Modular and Multi-Domain Verilog-A Modelling of Electrochemical Sensors for Co-Simulation with Electronic Interfaces_supp2-3727188.mp4
[NO] 1280/2000 | Toward Robust Single-Photon Perception for Robots: A Condition-Aware Active Learning Approach
[NO] 1281/2000 | Author Index
[NO] 1282/2000 | Model-Free Robust Fuzzy Tracking Control for Autonomous Vehicles via Zero-Sum Game-Based Hybrid Reinforcement Learning
[NO] 1283/2000 | Hierarchical Deep Reinforcement Learning for Task Failure Minimization in MEC-Enabled TDMA-Based Internet of Vehicle Networks
[NO] 1284/2000 | Status of the 3 MW ECRH System at 105 GHz for WEST_supp1-3713597.pdf
[NO] 1285/2000 | Fast Driving Circuit With Active Discharged Circuit for Power PMOS and Its Parameter Design Method
[NO] 1286/2000 | Objective Assessment of Media Screens Effect on Physical Activity in Preschool Children
[NO] 1287/2000 | What Actually Matters in Deep Learning for Breast Ultrasound Classification: A Systematic Ablation Study with Wilcoxon Signed-Rank and Holm-Bonferroni Analysis
[NO] 1288/2000 | CG-DINO: Improved Network for Small Object Detection in Unmanned Aerial Vehicle Imagery based on DINO
[NO] 1289/2000 | Fourier-Enhanced ResNet for Data-Efficient Prediction of Metasurface Scattering
[NO] 1290/2000 | Behavioral-Affective Reconciliation in Digital Twins: A Framework for Predictive and Trustworthy Adaptive Learning
[NO] 1291/2000 | Robust Motion Tracking and Classification of Zebrafish with Deep Learning
[NO] 1292/2000 | FMAGNet:Foundation Model-driven Multimodal Asymmetric Gated Network for Semantic Segmentation in Earth Observation
[NO] 1293/2000 | HAWA: WLAN-Assisted AR Admission and Traffic Scheduling Framework for Latency Guarantee
[NO] 1294/2000 | Dual Echo State Network for Lightweight Wi-Fi CSI-Based Outdoor Pedestrian Counting with Limited Training Data
[NO] 1295/2000 | Multi-PPM-MDCSK System for Power Line Communication with Bernoulli-Laplace Impulse Noise in Electric Vehicle Charging Stations
[NO] 1296/2000 | Machine learning-assisted trimethylamine recognition for chronic kidney disease identification using an Au/Pt-GaN gas sensor
[NO] 1297/2000 | A Hierarchical Network Coding Method for Critical Data Recovery in LEO Satellite Handover Windows
[NO] 1298/2000 | Leveraging Label-Free and Gradient-Based Pruning for Efficient Neural Networks in Maize Disease Detection
[NO] 1299/2000 | A Depthwise Separable Residual U-Net with Vision Transformer Encoding for IC Routing Congestion Prediction
[NO] 1300/2000 | How Do BMC Formulas Evolve? An Empirical Study of SAT Feature Dynamics During Incremental Unrolling
[NO] 1301/2000 | VecSIM: Reconstructed Urban Dynamic Scenes as Vectorized Reinforcement Learning Environments for Autonomous Driving Evaluation
[NO] 1302/2000 | Quantum-Classical Hybrid Local Current Reconstruction with Characteristic Modes
[NO] 1303/2000 | Modeling Car-Following Behavior Based on Phase-Field Coupling Theory and Mathematized Expression of Panoramic Situation_supp5-3726049.docx
[NO] 1304/2000 | AGSA-Net: Abundance-Guided Self-Attention Network for Spectral Unmixing-Aware Hyperspectral Remote Sensing Image Classification
[NO] 1305/2000 | Return on Change Approach: an Implementation-Weighted Framework for Assessing the Viability of Supply Chain Network Design Projects
[NO] 1306/2000 | Finite-Time Switching Active Disturbance Rejection Control for SPMSM Speed Regulation with Measurement Noise
[NO] 1307/2000 | Continuous Wavefront Design via Virtual Point Sources: A Holographic Paradigm for Near-Field XL-MIMO
[NO] 1308/2000 | Phase-Aware Switching Control for Magnetically Actuated Microrobots in Narrow Vessels Under Cardiac Pulsatile Flow_supp3-3721855.pdf
[NO] 1309/2000 | IEEE Connects You to a Universe of Information!
[NO] 1310/2000 | Polarforming for Wireless Communications: Modeling and Performance Analysis
[NO] 1311/2000 | Toward Low-Cost, High-Performance CMOS Terahertz Electronics: Bridging Transistor-Level Optimization and System-Level Heterogeneous Integration
[NO] 1312/2000 | A Gate driver Core Including Bidirectional Communication Using a Single Planar Transformer for High dV/dt SiC modules
[NO] 1313/2000 | ImgSan: Utility-Based Image Privacy Sanitizer for Online Visual Question Answering
[NO] 1314/2000 | SubjectSieve: QoE Based Real-Time Bitrate and FPS Adaptation in Cloud Gaming Servers
[NO] 1315/2000 | GS-SpecMap: Zero-Shot Multi-Band Radio Map Prediction via 3D Gaussian Splatting
[NO] 1316/2000 | Optimizing the Inverse Faraday Effect in Plasmonic Nanorod through Incident Polarization Control
[NO] 1317/2000 | ICCCAS 2026 Cover Page
[NO] 1318/2000 | Autonomous Mass Balancing of a 3-DOF Spacecraft Simulator via Hardware Constrained Particle Swarm Optimization
[NO] 1319/2000 | Modeling and Quantifying the Influence of Personal Personality on Multi-platform Information Propagation Dynamics
[NO] 1320/2000 | Multimode Resonant Pressure Sensor with High Sensitivity and Wide Operating Range
[NO] 1321/2000 | Interpretable Pre-Ransomware Detection for SOCs Using SHAP and Lightweight ML
[NO] 1322/2000 | From Pixels to Semantics: A Hybrid Framework for Unsupervised Anomaly Detection and Anchor-Assisted Semantic Interpretation of Railway Tracks
[NO] 1323/2000 | A Broadband Miniaturized Quadrature Coupler Based on Rectangular Micro-Coaxial Transmission Line
[NO] 1324/2000 | A 130-153 GHz Broadband Frequency Quadrupler With Gate-Compensated and Harmonic-Reflection CPW Transmission Lines in 65-nm CMOS
[NO] 1325/2000 | Sponsors
[NO] 1326/2000 | Integrated Attitude Determination and Magnetorquer-Based Relative Attitude Control for a GRACE-Like Satellite Formation
[NO] 1327/2000 | A Phase Corrected Substrate Integrated Waveguide Antenna with Enhanced Gain on the H-plane
[NO] 1328/2000 | Reinforcement Learning (RL) Based Dynamic Pricing in Advance Bandwidth Reservation
[NO] 1329/2000 | Efficient One-Stage Fall Detection Using Group-Based Bottleneck Transformer
[NO] 1330/2000 | Lifecycle Awareness in Service Provisioning
[NO] 1331/2000 | 3D Periodic Broadband Metamaterial Absorber Based on PI-ITO Hybrid Composite Structure
[NO] 1332/2000 | A Design of Filtering Phase Shifter With Quasi-Elliptic Response Based on Hybrid Microstrip-Slotline Structure
[NO] 1333/2000 | Low-Sidelobe Waveguide Slot Array with Main Beam Pointing to 40°
[NO] 1334/2000 | Ultrathin Bendable Metasurface Cloak for Tunable-Region Concealment
[NO] 1335/2000 | Conceptual Design of a Hybrid-Powered Unmanned Air Vehicle as a Lead Force in Network-Centric Warfare
[NO] 1336/2000 | Towards Agentic Honeynet Configuration
[NO] 1337/2000 | Research Progress in High-Speed RF and Mixed-Signal Circuit Design Based on InP DHBT Technology
[NO] 1338/2000 | Ballistic Analysis of the Surface-Landing Mission to Jupiter's Moon Callisto
[NO] 1339/2000 | Wavelength-Stable Enabled by Quasi-BICs in Dielectric Metasurfaces via Area Compensation
[NO] 1340/2000 | Development of the Remote Monitoring and Control Cultivation System with Low-Power and Long-Distance Technology
[NO] 1341/2000 | Measuring Visual Capture in Virtual Reality under Sustained Audiovisual Conflict with Third-Order Ambisonics
[NO] 1342/2000 | Layout-Waveform Joint Optimization Method for Millimeter-Wave Sparse MIMO Imaging
[NO] 1343/2000 | Millimeter-Wave Achromatic Metalens with Ultrahigh Numerical Aperture
[NO] 1344/2000 | Real-Time Instruction-Level Anomaly Detection for Embedded Applications Using AI
[NO] 1345/2000 | Measurement of Reconfigurable Intelligent Surface Assisted Non-Line-of-Sight Links Based on Software-Defined Radio
[NO] 1346/2000 | Design of a Compact Sub-6 GHz Tri-Band Bandpass Filter Using Hybrid Lumped-LC and Microstrip Line Resonant Networks
[NO] 1347/2000 | A Fully Integrated 3.5-/4.9-GHz GaN Dual-band Filtering PA Design
[NO] 1348/2000 | Author Index
[NO] 1349/2000 | Research on Fast Prediction Methods for Electromagnetic Scattering Based on Deep Learning Assistance
[NO] 1350/2000 | Prospects for Drone-Based Last-Mile Delivery in Major Urban Centres: Empirical Evidence from Can Tho City
[NO] 1351/2000 | Design and Simulation of a Low-Trigger-Voltage SCR-Type ESD Protection Device in Deep Submicron CMOS Technology
[NO] 1352/2000 | Dual-Polarized Broadband Absorptive Frequency Selective Surface with Dual-Passbands and a High Passband Ratio
[NO] 1353/2000 | Measurement Method for Radiation Characteristics of Conformal Array Antenna
[NO] 1354/2000 | DEM-Constrained Constellation Optimization for Lunar South Pole Navigation
[NO] 1355/2000 | Lightweight Direction-Aware Feature Learning for Class-Imbalanced Retinal Image Analysis
[NO] 1356/2000 | Monte Carlo-Based Interference Analysis of LPWAN Technologies for Smart Agriculture
[NO] 1357/2000 | Robust, Nonlinear Motion Control Under Piecewise-Defined Tracking Error Constraints
[NO] 1358/2000 | Enhancing Arabic Sentiment Analysis of Yemeni Delivery Applications Using Auto-Labeling and Fine-Tuned BERT-Based Models
[NO] 1359/2000 | Report on CHIIR 2026 Workshop on Generative AI and Academic Search (GAI&amp;AS)
[NO] 1360/2000 | Deep Learning-Based 3D Object Detection for Autonomous Driving: A Review
[NO] 1361/2000 | Few to Big: Prototype Expansion Network via Diffusion Learner for Few-shot 3D Point Cloud Semantic Segmentation
[NO] 1362/2000 | CIS-RAM 2026 Keynote
[NO] 1363/2000 | Distributed Model Predictive Control with Vulnerability-Aware Consensus for Optimal Load Curtailment and Cascading Failure Risk Mitigation in Heterogeneous Industrial Networks
[NO] 1364/2000 | 2026 IEEE International Conference on Cybernetics and Intelligent Systems (CIS) and IEEE International Conference on Robotics, Automation and Mechatronics (RAM)
[NO] 1365/2000 | Runtime Monitoring of Observation-Delay Tolerant Reinforcement Learning Policies in Lingua Franca_supp1-3726815.mp4
[NO] 1366/2000 | Compact Vibrotactile Impact Actuator With Compliant Structures and Magnetic Springs for Directional Haptic Feedback_supp2-3722170.mp4
[NO] 1367/2000 | Never-Ending Behavior-Cloning Agent for Robotic Manipulation
[NO] 1368/2000 | CIS-RAM 2026 Organizers, Sponsors, Partners
[NO] 1369/2000 | Fundamental Ideas as a Basis for Designing Coherent Competence Progressions in K-12 Computing Curricula
[NO] 1370/2000 | Differential Evolution Optimized Adaptive Backstepping Control for DC-DC Buck Converter with Enhanced Disturbance Rejection
[NO] 1371/2000 | Economic Analysis of a Floating PV System Integrated with Pumped Storage Hydroelectric Plant – A Critical Review in Indian Context
[NO] 1372/2000 | Spatio-Temporal Characteristics and Driving Factors of Illegal and Irregular Anthropogenic Soil and Water Loss in Hubei Province
[NO] 1373/2000 | Multi-Source Remote Sensing and Machine Learning Framework for Agricultural Crop Yield Prediction in Kazakhstan: A District-Level Analysis (2000-2024)
[NO] 1374/2000 | Federated Modularized Vector-Quantized Variational Autoencoder Framework for Energy-Efficient Edge–Cloud Industrial IoT Systems
[NO] 1375/2000 | Robust Optimal Distributed Generation Sizing Under Stochastic Renewable Uncertainty
[NO] 1376/2000 | Fault Detection in Solar Panels using Efficient Transfer Learning Technique
[NO] 1377/2000 | A Sampling Bag-Based Dehumidification System for Electronic Nose Analysis
[NO] 1378/2000 | Model-Based Calibration Transfer for Interpretable Machine Learning in MOS Gas Sensing
[NO] 1379/2000 | A Calibration Method for Serial Robots Based on an Improved Bald Eagle Search Algorithm
[NO] 1380/2000 | TranSplat: Instant Object Relighting in Gaussian Splatting via Spherical Harmonic Radiance Transfer
[NO] 1381/2000 | Design of a PIDD
                    <sup>2</sup>
                    Control Law for Frequency Regulation in Fuel Cell-powered Nano Grid
[NO] 1382/2000 | Discrimination of Homologous Fruit Odors and Mixture Ratio Prediction for Scent Recreation
[NO] 1383/2000 | Comparative Study of LC and TC INS/GNSS Integration for Vehicle-Mounted SOTM Antenna Pointing
[NO] 1384/2000 | Real-time Performance Analysis of Model Independent Solar MPPT Techniques
[NO] 1385/2000 | The Challenges in Developing Screening Tools for Genitourinary Cancers Using Potentiometric “Electronic Tongues”
[NO] 1386/2000 | Robust Sheet-Material Identification via Dual-Press Thickness Estimation and Tactile Mixture-of-Experts
[NO] 1387/2000 | A Dual Drift Compensation Framework for Electronic Nose
[NO] 1388/2000 | Satellite-Independent Hybrid Modeling for Continuous Reference Evapotranspiration Mapping Using Machine Learning and Terrain-Aware Interpolation
[NO] 1389/2000 | Comparative Analysis of Soft Computing Techniques for Remnant Life Estimation of Power Transformers
[NO] 1390/2000 | Astrolabe: Balancing Load in LLM Serving with Randomized Prediction-Guided Scheduling
[NO] 1391/2000 | To Keep or Not to Keep: Learning KV Cache Retention in Disaggregated LLM Serving Systems
[NO] 1392/2000 | PostgresRocks: Exploring a RocksDB-Backed Storage Format for PostgreSQL
[NO] 1393/2000 | Dynamic Pollution Characteristics and Source Apportionment of Atmospheric micro-plastics Based on Real-Time IoT Monitoring
[NO] 1394/2000 | Analysis of Communication Effect of Ideological and Political Discourse Based on Transformer Architecture
[NO] 1395/2000 | Predicting the Evolution of Video Editors' Professional Niche Under AI Impact: Evolution of Video Editors' Professional Niche--A Lotka-Volterra Modeling Approach
[NO] 1396/2000 | Network Traffic Anomaly Detection Method Based on LSTM-GRU Hybrid Model
[NO] 1397/2000 | Multi-Period Difference-in-Differences with Group-Specific Odds Ratio Equi-Confounding and Its Application to the Broadband China Policy
[NO] 1398/2000 | Android-based malicious application detection model based on permission
[NO] 1399/2000 | Pumping kite flight control based on deep learning
[NO] 1400/2000 | Cross-lingual Metaphor Recognition Algorithm Integrating GCN with Phenomenological Semantic Space
[NO] 1401/2000 | Predicting Audience Participation Willingness in the Cross-Cultural Communication of Northern Shaanxi Folk Songs Using Random Forests
[NO] 1402/2000 | The Impact of Digital Information Systems on Operational Performance Evidence from Service Sector Firms
[NO] 1403/2000 | The “Dual Logic” of Green Innovation: Evidence from Supply Chain Heterogeneity in the Low-Altitude Economy
[NO] 1404/2000 | GCN-Integrated Deep Q-Network for Dynamic Pricing Strategy in Cross-Border E-commerce
[NO] 1405/2000 | Impact of University Continuing Education on Regional Innovation Capacity: Evidence from XGBoost and SHAP Analysis under the Knowledge Capital Perspective
[NO] 1406/2000 | AccrualNet: Industry-Aware Temporal Attention Network for Corporate Financial Distress Prediction via Multi-Period Financial Statement Analysis
[NO] 1407/2000 | Intelligent Identification and Early Warning of Risk Clauses in Engineering Tender Documents
[NO] 1408/2000 | Analysis of the Talent Demand of “Digital Operation” Based on LDA Recruitment Text Big Data--Digital Operation Talent Demand Analysis via LDA
[NO] 1409/2000 | Image Style Transfer and Effect Optimization of Documentary Based on Deep Learning
[NO] 1410/2000 | IEEE Transactions on Very Large Scale Integration (VLSI) Systems
[NO] 1411/2000 | Harnessing Free-electron and Surface Plasmon Interactions: Towards Compact Radiation Sources
[NO] 1412/2000 | Author Index
[NO] 1413/2000 | A Dual-Frequency Dual-Circularly Polarized Shared-Aperture Phased Array Antenna Based on Impedance Matching Layer
[NO] 1414/2000 | Attribute Scattering-center Extraction Driven by the Difference Radar Scattering Cross Section in a Rough-surface Background
[NO] 1415/2000 | Dual-band Shared Aperture Radiation and Scattering Synergetic Array based on Hyperuniform Dielectric Resonator Antennas
[NO] 1416/2000 | Improving the Quality of Low-Resolution Face Images Using the Super-Resolution Convolutional Neural Network (SRCNN)
[NO] 1417/2000 | Metaheuristic Parameter Optimization for Ghost Imaging Reconstruction: A Comparative Study on EuroSAT Remote Sensing Data
[NO] 1418/2000 | A Longitudinal Analysis of IoT Device Usage of Internet Infrastructure
[NO] 1419/2000 | Planning Unmanned Aerial Vehicles with Immune Plasma Algorithm: A Literature Summary
[NO] 1420/2000 | CL-SARA: Cross-Layer Resource Allocation for DVB-S2X VL-SNR Satellite Downlink Under Reactive Load-Aware Jamming
[NO] 1421/2000 | Wide Axial-Ratio Circularly Polarized Magnetoelectric Dipole Antenna with Modified Horizontal Dipole Arms
[NO] 1422/2000 | Measuring the Operational Impact of Minimizing DNS Queries on Real-World Data
[NO] 1423/2000 | Design of a Novel Widely Tunable Frequency Selective Reflector
[NO] 1424/2000 | Kinematic Modelling of Five-Bar Bipedal Locomotion: An Analytical Approach
[NO] 1425/2000 | Scattered Field Leapfrog CDI–FDTD Method for Drude Dispersive Media
[NO] 1426/2000 | Evaluating the Asymmetric Jamming Effectiveness of Low-Cost CubeSat Swarms Against LEO Satellite GNSS Receivers
[NO] 1427/2000 | Gradient-Based Analysis of the Planar Trend Model for the Southern Hemisphere
[NO] 1428/2000 | PRNU Stability Analysis of Göktürk-2 Satellite
[NO] 1429/2000 | A Geometric Approach to Instrument Landing System Modeling and Simulation
[NO] 1430/2000 | Sub-THz Bandpass Filter Based on Deformed Substrate Integrated Waveguide
[NO] 1431/2000 | On Reliability Divergence in Multimodal Bearing Fault Diagnosis Under Noise
[NO] 1432/2000 | A 7-bit 4-13 GHz Eight-Phase-Output Phase Interpolator with INL Reduction Using AM-to-PM Conversion and Two-Stage Phase Combining
[NO] 1433/2000 | Low-Profile Wideband Dual-Sleeve Quadrifilar Helix Antenna Featuring Wide Axial-Ratio Beamwidth for GNSS Applications
[NO] 1434/2000 | Performance Enhancement of IGZO Thin-Film Transistors by Ultrathin Te Back-Channel Heterojunction Capping
[NO] 1435/2000 | WAND: Learning Robust Navigation Under Complex Wind Disturbances and Dense Obstacles for Quadrotors
[NO] 1436/2000 | Angular Momentum LIP Guided Reinforcement Learning With Step Duration Modulation for Dynamic Locomotion of Bipedal Robots
[NO] 1437/2000 | BAPE:A Binary or Ternary-Weights Transformer Accelerator Based on Precomputation at the Edge
[NO] 1438/2000 | On an Efficient Task Offloading Scheme for Space-Air-Ground Integrated Vehicle Networks
[NO] 1439/2000 | Design and Validation of a High-Resolution FBG Triaxial Force Sensor Fabricated via Projection Micro Stereolithography for Guidewire Tips
[NO] 1440/2000 | Robust Beamforming Design for Cell-Free MIMO ISAC Systems with Imperfect CSI
[NO] 1441/2000 | FreqNet: A Lightweight and Interpretable Frequency-Domain Network with Adaptive Cross-Channel Gating for Time Series Forecasting
[NO] 1442/2000 | ${Mg_{2}Si}$ Source-Based SOI Heterojunction TFET Biosensor With Nanocavity for Ultrasensitive Detection of Lung Cancer Biomarkers
[NO] 1443/2000 | Practical Consensus Among Heterogeneous Decision-Makers: Experimental and Theoretical Analyses
[NO] 1444/2000 | Variable-Stiffness Joint Enabling Multiple Adhesion and Detachment Strategies for Climbing Robots_supp1-3729470.mp4
[NO] 1445/2000 | LSTM-Attention Based Hybrid SAC-DDPG with Experience Replay for Resource Scheduling in Vehicle-Road-Cloud VEC Systems
[NO] 1446/2000 | M3S-UPD: Efficient Multi-Stage Self-Supervised Learning for Fine-Grained Encrypted Traffic Classification with Unknown Pattern Discovery
[NO] 1447/2000 | A Low-SRAM Fully Streaming Accelerator for Real-Time Speech Enhancement
[NO] 1448/2000 | When DNS Tunnels Learn to Hide: Seeing Through Evasive Covert Channels in Real Time
[NO] 1449/2000 | Hierarchical Stochastic Optimization for Integrated Signal Priority and Speed Control to Enhance Route-Level Schedule Adherence Considering Stochastic Bus Operations
[NO] 1450/2000 | Rethinking Separability Map: A Target-Specified Separability Map for Hyperspectral Target Detection
[NO] 1451/2000 | IEEE Southern Power Electronics Conference
[NO] 1452/2000 | TrafficBASS: A Boundary-Aware Active Learning Framework for Endpoint Advanced Persistent Threat Detection_supp1-3723137.pdf
[NO] 1453/2000 | What Happens When You Follow the Link? Cross-Platform Content Alignment in the X-to-Telegram Referral Ecosystem
[NO] 1454/2000 | Outage Analysis and Fairness Design for Spatially Correlated FAS-Enabled RSMA Systems
[NO] 1455/2000 | Appendage-inspired Soft Overturning Robot with Tactile-driven Navigation in Confined Channels
[NO] 1456/2000 | Augmented Edge Sensing Intelligence: A Federated Learning Framework for Resource-Efficient Beam Alignment
[NO] 1457/2000 | Physics-Aware Vision Transformer for Steady-State Ferrite Core Temperature Estimation Via Time-Density Hysteresis Imaging
[NO] 1458/2000 | Title Page
[NO] 1459/2000 | Design of a Ku-Band Integrated Module with Filter, Limiter and Low-Noise Amplifier
[NO] 1460/2000 | A Full Space High Scanning Rate Leaky Wave Antenna Based on Odd Mode SSPPs
[NO] 1461/2000 | CE-S-ALOHA: A Cognitive-Enhanced Slotted ALOHA Protocol for UWSNs
[NO] 1462/2000 | Design of a Broadband Periodic Patch Antenna Based on Characteristic Mode Analysis
[NO] 1463/2000 | Trim-Point Stability Assessment and Fault-Tolerant Control Validation of a FW-eVTOL Aircraft
[NO] 1464/2000 | Two-Level Physics-Informed Design of a Wideband Resistive-Film Absorber
[NO] 1465/2000 | Solving the Dynamic Role Assignment with Boredom Problem via Extended Group Multirole Assignment
[NO] 1466/2000 | Design of Segmented Figure of 8 Coil for High Focality in TMS
[NO] 1467/2000 | Design of a dual-lens compact antenna test range in W-band based on amplitude and phase control
[NO] 1468/2000 | Grey Wolf Optimization Based System Identification of a Supersonic Free Jet Facility
[NO] 1469/2000 | A Low-Insertion-Loss SP5T Switch Operating from DC to 13 GHz Using L-Type Topology
[NO] 1470/2000 | Probabilistic Model Checking for Robust and Secure Autonomous Cyber Defense
[NO] 1471/2000 | A Coupled Field Learning Method based on ResMLP for Multi-Target Scattering
[NO] 1472/2000 | Robust Acoustic Detection of Urban Far-Field UAVs Based on Spectral-Temporal Dual Attention
[NO] 1473/2000 | LCTexture-GS: Localized Custom Texture for Gaussian Splatting
[NO] 1474/2000 | Deployable Hierarchical ML Traffic Steering for O-RAN RICS
[NO] 1475/2000 | Sparse Input Convolutional Neural Network Digital Predistortion for Wideband Power Amplifiers
[NO] 1476/2000 | Research on Intelligent Innovations in Wireless RF Circuit Modules and Systems
[NO] 1477/2000 | Time-Domain Measurement Method of Site Voltage Standing Wave Ratio for OATS
[NO] 1478/2000 | Trade-Off Analysis of Single and Multi-Temperature Zone Heat Pipe Networks for GEO Spacecraft Radiators
[NO] 1479/2000 | Study on the Spatial Resolution Enhancing Technology of FengYun Satellite Microwave Remote Sensing with Wavelet Transform
[NO] 1480/2000 | A Multiband High-Gain Space-Fed Antenna
[NO] 1481/2000 | RAST 2026 Breaker Page
[NO] 1482/2000 | A Unified Forward and Inverse Scattering Model for Metasurfaces with Finite Dimensions
[NO] 1483/2000 | Green credit financing in supply chains compliant with carbon emission regulations_supp1-3729095.docx
[NO] 1484/2000 | IGPA: Indirect Gradient Poisoning Attack on Federated Graph Learning in Decentralized Multimedia Networks
[NO] 1485/2000 | Fast and Accurate Random Walk Index Maintenance for Graph Merging
[NO] 1486/2000 | Stacked Intelligent Metasurfaces for Next-Generation Wireless Signal Processing: A Comprehensive Survey
[NO] 1487/2000 | A Minimum-Order Complex Vector Observer-Based Back-EMF Harmonic Suppression Method for Sensorless PMSM Drives
[NO] 1488/2000 | Learning Generalizable Human Motion Generator with Reinforcement Learning
[NO] 1489/2000 | Semantic Alignment With an AI-Derived Reference in Relation to Children's Scientific Creativity
[NO] 1490/2000 | ACM TechBrief: Artificial Intelligence’s Effects on Open Source TechBrief
[NO] 1491/2000 | Research on High-Frequency Trading Flow Computation Optimization Based on Transformer-RL Fusion
[NO] 1492/2000 | Research on Fabric Defect Detection Method Based on Improved YOLOv8
[NO] 1493/2000 | Geographic Computation-Based Risk Assessment Method for Blasting Operations
[NO] 1494/2000 | SPCL: A Prompt Tuning Approach for Controllable Text Generation with Cooperative Semantic Priors and Contrastive Learning
[NO] 1495/2000 | Computing Interpersonal Metafunctions: Quantifying Appraisal Shifts via LLM Ensembles
[NO] 1496/2000 | Dynamic Weighted Task Scheduling Method Based on Multi-Dimensional Load
[NO] 1497/2000 | A Bridgeless Canonical Isolated Cuk Converter for EV Charging
[NO] 1498/2000 | Drift-Aware CORAL-Based Unsupervised Domain Adaptation for Electronic Nose Sensor Drift
[NO] 1499/2000 | L-GOTS: A Scenario Generation Method for Autonomous Agent Target Tracking Evaluation
[NO] 1500/2000 | Digital Transformation and Green Innovation: Evidence from Text Mining of Corporate Disclosures
[NO] 1501/2000 | A Comparative Assessment of Popular &amp; New Metaheuristic Algorithms for Optimal Sizing of a Standalone Photovoltaic Water Pumping System
[NO] 1502/2000 | Nanohole Array–Enhanced LSPR Sensor for Biomarker Screening
[NO] 1503/2000 | Improving BIPV Energy Yield Under Urban Shading Using a New Cross-Tied Configuration
[NO] 1504/2000 | Null-Space Diffusion Distillation Unlocks Speed, Fidelity and Realism in Lensless Imaging
[NO] 1505/2000 | Application of Knowledge Enhancement BERT Model in Automatic Grading of Student Answers
[NO] 1506/2000 | Research on Human-Computer Collaborative Interaction Optimization in Intelligent Call Centers Based on Large Language Models and Multimodal Technologies
[NO] 1507/2000 | Modeling Cognitive Forgetting and Learning Inertia via Step-Aware Relational Hypergraph for Knowledge Tracing
[NO] 1508/2000 | Distributed cooperative control for on-orbit assembly of heterogeneous spacecraft cluster
[NO] 1509/2000 | Versatile Passive Backscattering Through DC–RF Impedance Conversion for Wireless IoT Sensing
[NO] 1510/2000 | Introducing IEEE Collabratec
[NO] 1511/2000 | Adaptive Distributed Multi-Sensor Weighted AA Fusion Algorithm for Extended Target Tracking Based on Random Matrix Model
[NO] 1512/2000 | Propagation and Exposure Assessment of RIS-Shaped mmWave Fields in a Greenhouse
[NO] 1513/2000 | Implementation of Retina-Inspired Integrated Visual Functions Based on All-Solution-Processed Biomimetic Synaptic Transistors
[NO] 1514/2000 | Beamforming Optimization of Coding Metasurfaces Based on An Improved Simulated Annealing Algorithm
[NO] 1515/2000 | Learning to Orchestrate: AI and Digital Twin Approaches for the Compute Continuum
[NO] 1516/2000 | Machine Learning–Based Aerodynamic and Aeroacoustic Prediction of Bézier-Parameterized Airfoils
[NO] 1517/2000 | Heart Disease Prediction Using Hyperparameter Optimization and Adaptive Cross-Validation
[NO] 1518/2000 | A Wideband Tunable Filtering Phase Shifter with Reflectionless Characteristics
[NO] 1519/2000 | Nonlinear Tracking Control with EKF for a DC Motor Supplied by a Boost Converter
[NO] 1520/2000 | Intelligent Intrusion Detection System Using Supervised Learning with Moth Search Algorithm and ANN
[NO] 1521/2000 | Lyapunov Based Robust Proportional Navigation Guidance for Highly Accelerated Targets
[NO] 1522/2000 | MILD: Multi-Intent Learning and Disambiguation for Proactive Failure Prediction in Intent-Based Networking
[NO] 1523/2000 | A Low-Loss GeTe RF Phase-Change Switch With an Embedded Au Thin Film
[NO] 1524/2000 | Guided-Wave-Driven Liquid-Crystal Holographic Metasurface for Reconfigurable Circularly Polarized Beam Scanning
[NO] 1525/2000 | A Multimode Active Wide beamwidth Helix Antenna based on Loaded Shorted-circuit Stubs
[NO] 1526/2000 | Signal Recovery Models for Multipath FC Estimation and DOA Refinement With Miscalibrated Sensors
[NO] 1527/2000 | Neural TTS and Zero Shot Voice Cloning for Low Resource Languages: A VITS FreeVC Framework for Amazigh Variants
[NO] 1528/2000 | Broadband Sequential Rotation Dual-Circularly Polarized Phased Array Antenna for Millimeter-Wave Communications
[NO] 1529/2000 | Digital Financial Inclusion, Literacy, and Cyber Risk Among Women Educators in Kerala
[NO] 1530/2000 | Modelling of Autonomous Forklifts Considering Longitudinal Center of Gravity Offset
[NO] 1531/2000 | Tunable DQS Timing Circuit for 3D-DRAM
[NO] 1532/2000 | Dual-Band Pseudo-Doherty Load-Modulated Balanced Amplifier Based on Group-Delay Flattened Input Matching Topology
[NO] 1533/2000 | A Hybrid SUS-Based Usability Evaluation Framework Informed by ISO 9241-11 for Virtual Reality Applications: A Case Study
